"","day","raw_count","sim_count","jar_id","rep_id","treatment","site"
"659",6,15,325,18,2,"14C","14C"
"660",9,9,185,18,2,"14C","14C"
"661",11,6,119,18,2,"14C","14C"
"662",14,6,77,18,2,"14C","14C"
"663",1,36,717,18,3,"14C","14C"
"664",3,21,446,18,3,"14C","14C"
"665",6,15,311,18,3,"14C","14C"
"666",9,9,140,18,3,"14C","14C"
"667",11,6,137,18,3,"14C","14C"
"668",14,6,83,18,3,"14C","14C"
"669",1,36,597,18,4,"14C","14C"
"670",3,21,465,18,4,"14C","14C"
"671",6,15,290,18,4,"14C","14C"
"672",9,9,185,18,4,"14C","14C"
"673",11,6,105,18,4,"14C","14C"
"674",14,6,69,18,4,"14C","14C"
"675",1,36,587,18,5,"14C","14C"
"676",3,21,440,18,5,"14C","14C"
"677",6,15,385,18,5,"14C","14C"
"678",9,9,143,18,5,"14C","14C"
"679",11,6,91,18,5,"14C","14C"
"680",14,6,70,18,5,"14C","14C"
"681",1,53,988,19,1,"20C","20C"
"682",3,45,852,19,1,"20C","20C"
"683",6,19,357,19,1,"20C","20C"
"684",9,17,350,19,1,"20C","20C"
"685",11,11,321,19,1,"20C","20C"
"686",14,12,273,19,1,"20C","20C"
"687",1,53,881,19,2,"20C","20C"
"688",3,45,598,19,2,"20C","20C"
"689",6,19,438,19,2,"20C","20C"
"690",9,17,241,19,2,"20C","20C"
"691",11,11,182,19,2,"20C","20C"
"692",14,12,165,19,2,"20C","20C"
"693",1,53,1017,19,3,"20C","20C"
"694",3,45,694,19,3,"20C","20C"
"695",6,19,357,19,3,"20C","20C"
"696",9,17,224,19,3,"20C","20C"
"697",11,11,160,19,3,"20C","20C"
"698",14,12,114,19,3,"20C","20C"
"699",1,53,1108,19,4,"20C","20C"
"700",3,45,756,19,4,"20C","20C"
"701",6,19,327,19,4,"20C","20C"
"702",9,17,245,19,4,"20C","20C"
"703",11,11,229,19,4,"20C","20C"
"704",14,12,195,19,4,"20C","20C"
"705",1,53,921,19,5,"20C","20C"
"706",3,45,700,19,5,"20C","20C"
"707",6,19,353,19,5,"20C","20C"
"708",9,17,339,19,5,"20C","20C"
"709",11,11,328,19,5,"20C","20C"
"710",14,12,316,19,5,"20C","20C"
"711",1,51,993,20,1,"20C","20C"
"712",3,48,686,20,1,"20C","20C"
"713",6,34,681,20,1,"20C","20C"
"714",9,20,478,20,1,"20C","20C"
"715",11,27,436,20,1,"20C","20C"
"716",14,16,357,20,1,"20C","20C"
"717",1,51,879,20,2,"20C","20C"
"718",3,48,787,20,2,"20C","20C"
"719",6,34,631,20,2,"20C","20C"
"720",9,20,381,20,2,"20C","20C"
"721",11,27,381,20,2,"20C","20C"
"722",14,16,319,20,2,"20C","20C"
"723",1,51,841,20,3,"20C","20C"
"724",3,48,753,20,3,"20C","20C"
"725",6,34,458,20,3,"20C","20C"
"726",9,20,448,20,3,"20C","20C"
"727",11,27,441,20,3,"20C","20C"
"728",14,16,292,20,3,"20C","20C"
"729",1,51,811,20,4,"20C","20C"
"730",3,48,764,20,4,"20C","20C"
"731",6,34,512,20,4,"20C","20C"
"732",9,20,438,20,4,"20C","20C"
"733",11,27,344,20,4,"20C","20C"
"734",14,16,257,20,4,"20C","20C"
"735",1,51,1025,20,5,"20C","20C"
"736",3,48,895,20,5,"20C","20C"
"737",6,34,577,20,5,"20C","20C"
"738",9,20,400,20,5,"20C","20C"
"739",11,27,341,20,5,"20C","20C"
"740",14,16,299,20,5,"20C","20C"
"741",1,48,918,21,1,"20C","20C"
"742",3,24,520,21,1,"20C","20C"
"743",6,21,315,21,1,"20C","20C"
"744",9,13,213,21,1,"20C","20C"
"745",11,10,195,21,1,"20C","20C"
"746",14,12,193,21,1,"20C","20C"
"747",1,48,708,21,2,"20C","20C"
"748",3,24,415,21,2,"20C","20C"
"749",6,21,342,21,2,"20C","20C"
"750",9,13,273,21,2,"20C","20C"
"751",11,10,201,21,2,"20C","20C"
"752",14,12,194,21,2,"20C","20C"
"753",1,48,721,21,3,"20C","20C"
"754",3,24,436,21,3,"20C","20C"
"755",6,21,414,21,3,"20C","20C"
"756",9,13,338,21,3,"20C","20C"
"757",11,10,335,21,3,"20C","20C"
"758",14,12,236,21,3,"20C","20C"
"759",1,48,798,21,4,"20C","20C"
"760",3,24,494,21,4,"20C","20C"
"761",6,21,293,21,4,"20C","20C"
"762",9,13,227,21,4,"20C","20C"
"763",11,10,218,21,4,"20C","20C"
"764",14,12,110,21,4,"20C","20C"
"765",1,48,789,21,5,"20C","20C"
"766",3,24,521,21,5,"20C","20C"
"767",6,21,376,21,5,"20C","20C"
"768",9,13,244,21,5,"20C","20C"
"769",11,10,223,21,5,"20C","20C"
"770",14,12,220,21,5,"20C","20C"
"771",1,42,711,22,1,"20C","20C"
"772",3,36,550,22,1,"20C","20C"
"773",6,13,268,22,1,"20C","20C"
"774",9,19,254,22,1,"20C","20C"
"775",11,16,254,22,1,"20C","20C"
"776",14,16,198,22,1,"20C","20C"
"777",1,42,836,22,2,"20C","20C"
"778",3,36,660,22,2,"20C","20C"
"779",6,13,224,22,2,"20C","20C"
"780",9,19,223,22,2,"20C","20C"
"781",11,16,214,22,2,"20C","20C"
"782",14,16,212,22,2,"20C","20C"
"783",1,42,743,22,3,"20C","20C"
"784",3,36,561,22,3,"20C","20C"
"785",6,13,310,22,3,"20C","20C"
"786",9,19,285,22,3,"20C","20C"
"787",11,16,208,22,3,"20C","20C"
"788",14,16,169,22,3,"20C","20C"
"789",1,42,798,22,4,"20C","20C"
"790",3,36,703,22,4,"20C","20C"
"791",6,13,341,22,4,"20C","20C"
"792",9,19,341,22,4,"20C","20C"
"793",11,16,311,22,4,"20C","20C"
"794",14,16,302,22,4,"20C","20C"
"795",1,42,859,22,5,"20C","20C"
"796",3,36,537,22,5,"20C","20C"
"797",6,13,383,22,5,"20C","20C"
"798",9,19,334,22,5,"20C","20C"
"799",11,16,305,22,5,"20C","20C"
"800",14,16,195,22,5,"20C","20C"
"801",1,46,864,23,1,"20C","20C"
"802",3,43,792,23,1,"20C","20C"
"803",6,38,617,23,1,"20C","20C"
"804",9,22,544,23,1,"20C","20C"
"805",11,17,452,23,1,"20C","20C"
"806",14,10,265,23,1,"20C","20C"
"807",1,46,904,23,2,"20C","20C"
"808",3,43,768,23,2,"20C","20C"
"809",6,38,679,23,2,"20C","20C"
"810",9,22,412,23,2,"20C","20C"
"811",11,17,327,23,2,"20C","20C"
"812",14,10,171,23,2,"20C","20C"
"813",1,46,941,23,3,"20C","20C"
"814",3,43,905,23,3,"20C","20C"
"815",6,38,490,23,3,"20C","20C"
"816",9,22,381,23,3,"20C","20C"
"817",11,17,170,23,3,"20C","20C"
"818",14,10,73,23,3,"20C","20C"
"819",1,46,907,23,4,"20C","20C"
"820",3,43,624,23,4,"20C","20C"
"821",6,38,593,23,4,"20C","20C"
"822",9,22,406,23,4,"20C","20C"
"823",11,17,297,23,4,"20C","20C"
"824",14,10,233,23,4,"20C","20C"
"825",1,46,821,23,5,"20C","20C"
"826",3,43,809,23,5,"20C","20C"
"827",6,38,692,23,5,"20C","20C"
"828",9,22,431,23,5,"20C","20C"
"829",11,17,286,23,5,"20C","20C"
"830",14,10,231,23,5,"20C","20C"
"831",1,45,983,24,1,"20C","20C"
"832",3,27,465,24,1,"20C","20C"
"833",6,20,388,24,1,"20C","20C"
"834",9,14,295,24,1,"20C","20C"
"835",11,15,294,24,1,"20C","20C"
"836",14,12,160,24,1,"20C","20C"
"837",1,45,707,24,2,"20C","20C"
"838",3,27,521,24,2,"20C","20C"
"839",6,20,244,24,2,"20C","20C"
"840",9,14,220,24,2,"20C","20C"
"841",11,15,220,24,2,"20C","20C"
"842",14,12,120,24,2,"20C","20C"
"843",1,45,910,24,3,"20C","20C"
"844",3,27,493,24,3,"20C","20C"
"845",6,20,308,24,3,"20C","20C"
"846",9,14,269,24,3,"20C","20C"
"847",11,15,186,24,3,"20C","20C"
"848",14,12,164,24,3,"20C","20C"
"849",1,45,873,24,4,"20C","20C"
"850",3,27,466,24,4,"20C","20C"
"851",6,20,406,24,4,"20C","20C"
"852",9,14,318,24,4,"20C","20C"
"853",11,15,262,24,4,"20C","20C"
"854",14,12,180,24,4,"20C","20C"
"855",1,45,762,24,5,"20C","20C"
"856",3,27,573,24,5,"20C","20C"
"857",6,20,369,24,5,"20C","20C"
"858",9,14,308,24,5,"20C","20C"
"859",11,15,286,24,5,"20C","20C"
"860",14,12,188,24,5,"20C","20C"
"861",1,48,720,25,1,"14C","14C"
"862",3,43,623,25,1,"14C","14C"
"863",5,36,586,25,1,"14C","14C"
"864",7,27,533,25,1,"14C","14C"
"865",10,22,475,25,1,"14C","14C"
"866",12,19,445,25,1,"14C","14C"
"867",14,22,254,25,1,"14C","14C"
"868",1,48,1052,25,2,"14C","14C"
"869",3,43,930,25,2,"14C","14C"
"870",5,36,511,25,2,"14C","14C"
"871",7,27,485,25,2,"14C","14C"
"872",10,22,481,25,2,"14C","14C"
"873",12,19,325,25,2,"14C","14C"
"874",14,22,284,25,2,"14C","14C"
"875",1,48,938,25,3,"14C","14C"
"876",3,43,633,25,3,"14C","14C"
"877",5,36,607,25,3,"14C","14C"
"878",7,27,459,25,3,"14C","14C"
"879",10,22,415,25,3,"14C","14C"
"880",12,19,391,25,3,"14C","14C"
"881",14,22,331,25,3,"14C","14C"
"882",1,48,871,25,4,"14C","14C"
"883",3,43,795,25,4,"14C","14C"
"884",5,36,705,25,4,"14C","14C"
"885",7,27,464,25,4,"14C","14C"
"886",10,22,396,25,4,"14C","14C"
"887",12,19,304,25,4,"14C","14C"
"888",14,22,234,25,4,"14C","14C"
"889",1,48,936,25,5,"14C","14C"
"890",3,43,866,25,5,"14C","14C"
"891",5,36,784,25,5,"14C","14C"
"892",7,27,664,25,5,"14C","14C"
"893",10,22,420,25,5,"14C","14C"
"894",12,19,285,25,5,"14C","14C"
"895",14,22,279,25,5,"14C","14C"
"896",1,46,682,26,1,"14C","14C"
"897",3,34,625,26,1,"14C","14C"
"898",5,37,601,26,1,"14C","14C"
"899",7,23,465,26,1,"14C","14C"
"900",10,25,418,26,1,"14C","14C"
"901",12,32,358,26,1,"14C","14C"
"902",14,17,275,26,1,"14C","14C"
"903",1,46,701,26,2,"14C","14C"
"904",3,34,691,26,2,"14C","14C"
"905",5,37,640,26,2,"14C","14C"
"906",7,23,436,26,2,"14C","14C"
"907",10,25,427,26,2,"14C","14C"
"908",12,32,362,26,2,"14C","14C"
"909",14,17,299,26,2,"14C","14C"
"910",1,46,772,26,3,"14C","14C"
"911",3,34,679,26,3,"14C","14C"
"912",5,37,575,26,3,"14C","14C"
"913",7,23,524,26,3,"14C","14C"
"914",10,25,512,26,3,"14C","14C"
"915",12,32,494,26,3,"14C","14C"
"916",14,17,252,26,3,"14C","14C"
"917",1,46,764,26,4,"14C","14C"
"918",3,34,706,26,4,"14C","14C"
"919",5,37,629,26,4,"14C","14C"
"920",7,23,571,26,4,"14C","14C"
"921",10,25,382,26,4,"14C","14C"
"922",12,32,359,26,4,"14C","14C"
"923",14,17,266,26,4,"14C","14C"
"924",1,46,772,26,5,"14C","14C"
"925",3,34,698,26,5,"14C","14C"
"926",5,37,595,26,5,"14C","14C"
"927",7,23,413,26,5,"14C","14C"
"928",10,25,394,26,5,"14C","14C"
"929",12,32,358,26,5,"14C","14C"
"930",14,17,322,26,5,"14C","14C"
"931",1,48,915,27,1,"14C","14C"
"932",3,40,688,27,1,"14C","14C"
"933",5,47,658,27,1,"14C","14C"
"934",7,16,329,27,1,"14C","14C"
"935",10,12,293,27,1,"14C","14C"
"936",12,15,248,27,1,"14C","14C"
"937",14,13,215,27,1,"14C","14C"
"938",1,48,767,27,2,"14C","14C"
"939",3,40,741,27,2,"14C","14C"
"940",5,47,736,27,2,"14C","14C"
"941",7,16,265,27,2,"14C","14C"
"942",10,12,257,27,2,"14C","14C"
"943",12,15,233,27,2,"14C","14C"
"944",14,13,230,27,2,"14C","14C"
"945",1,48,1099,27,3,"14C","14C"
"946",3,40,841,27,3,"14C","14C"
"947",5,47,658,27,3,"14C","14C"
"948",7,16,389,27,3,"14C","14C"
"949",10,12,283,27,3,"14C","14C"
"950",12,15,226,27,3,"14C","14C"
"951",14,13,222,27,3,"14C","14C"
"952",1,48,786,27,4,"14C","14C"
"953",3,40,743,27,4,"14C","14C"
"954",5,47,716,27,4,"14C","14C"
"955",7,16,349,27,4,"14C","14C"
"956",10,12,321,27,4,"14C","14C"
"957",12,15,186,27,4,"14C","14C"
"958",14,13,126,27,4,"14C","14C"
"959",1,48,925,27,5,"14C","14C"
"960",3,40,708,27,5,"14C","14C"
"961",5,47,699,27,5,"14C","14C"
"962",7,16,295,27,5,"14C","14C"
"963",10,12,236,27,5,"14C","14C"
"964",12,15,221,27,5,"14C","14C"
"965",14,13,155,27,5,"14C","14C"
"966",1,40,667,28,1,"14C","14C"
"967",3,30,615,28,1,"14C","14C"
"968",5,28,550,28,1,"14C","14C"
"969",7,23,484,28,1,"14C","14C"
"970",10,17,480,28,1,"14C","14C"
"971",12,21,391,28,1,"14C","14C"
"972",14,25,273,28,1,"14C","14C"
"973",1,40,776,28,2,"14C","14C"
"974",3,30,593,28,2,"14C","14C"
"975",5,28,456,28,2,"14C","14C"
"976",7,23,400,28,2,"14C","14C"
"977",10,17,341,28,2,"14C","14C"
"978",12,21,310,28,2,"14C","14C"
"979",14,25,295,28,2,"14C","14C"
"980",1,40,668,28,3,"14C","14C"
"981",3,30,540,28,3,"14C","14C"
"982",5,28,408,28,3,"14C","14C"
"983",7,23,329,28,3,"14C","14C"
"984",10,17,299,28,3,"14C","14C"
"985",12,21,298,28,3,"14C","14C"
"986",14,25,259,28,3,"14C","14C"
"987",1,40,693,28,4,"14C","14C"
"988",3,30,552,28,4,"14C","14C"
"989",5,28,536,28,4,"14C","14C"
"990",7,23,376,28,4,"14C","14C"
"991",10,17,325,28,4,"14C","14C"
"992",12,21,268,28,4,"14C","14C"
"993",14,25,252,28,4,"14C","14C"
"994",1,40,574,28,5,"14C","14C"
"995",3,30,472,28,5,"14C","14C"
"996",5,28,470,28,5,"14C","14C"
"997",7,23,444,28,5,"14C","14C"
"998",10,17,441,28,5,"14C","14C"
"999",12,21,426,28,5,"14C","14C"
"1000",14,25,235,28,5,"14C","14C"
"1001",1,46,716,29,1,"14C","14C"
"1002",3,36,675,29,1,"14C","14C"
"1003",5,29,436,29,1,"14C","14C"
"1004",7,22,407,29,1,"14C","14C"
"1005",10,20,382,29,1,"14C","14C"
"1006",12,22,371,29,1,"14C","14C"
"1007",14,15,317,29,1,"14C","14C"
"1008",1,46,725,29,2,"14C","14C"
"1009",3,36,624,29,2,"14C","14C"
"1010",5,29,476,29,2,"14C","14C"
"1011",7,22,368,29,2,"14C","14C"
"1012",10,20,354,29,2,"14C","14C"
"1013",12,22,354,29,2,"14C","14C"
"1014",14,15,239,29,2,"14C","14C"
"1015",1,46,943,29,3,"14C","14C"
"1016",3,36,557,29,3,"14C","14C"
"1017",5,29,482,29,3,"14C","14C"
"1018",7,22,416,29,3,"14C","14C"
"1019",10,20,413,29,3,"14C","14C"
"1020",12,22,318,29,3,"14C","14C"
"1021",14,15,306,29,3,"14C","14C"
"1022",1,46,741,29,4,"14C","14C"
"1023",3,36,600,29,4,"14C","14C"
"1024",5,29,576,29,4,"14C","14C"
"1025",7,22,397,29,4,"14C","14C"
"1026",10,20,381,29,4,"14C","14C"
"1027",12,22,366,29,4,"14C","14C"
"1028",14,15,216,29,4,"14C","14C"
"1029",1,46,813,29,5,"14C","14C"
"1030",3,36,655,29,5,"14C","14C"
"1031",5,29,404,29,5,"14C","14C"
"1032",7,22,349,29,5,"14C","14C"
"1033",10,20,334,29,5,"14C","14C"
"1034",12,22,250,29,5,"14C","14C"
"1035",14,15,140,29,5,"14C","14C"
"1036",1,50,813,30,1,"14C","14C"
"1037",3,36,600,30,1,"14C","14C"
"1038",5,26,512,30,1,"14C","14C"
"1039",7,23,415,30,1,"14C","14C"
"1040",10,24,391,30,1,"14C","14C"
"1041",12,24,350,30,1,"14C","14C"
"1042",14,21,240,30,1,"14C","14C"
"1043",1,50,940,30,2,"14C","14C"
"1044",3,36,742,30,2,"14C","14C"
"1045",5,26,531,30,2,"14C","14C"
"1046",7,23,516,30,2,"14C","14C"
"1047",10,24,385,30,2,"14C","14C"
"1048",12,24,384,30,2,"14C","14C"
"1049",14,21,280,30,2,"14C","14C"
"1050",1,50,880,30,3,"14C","14C"
"1051",3,36,682,30,3,"14C","14C"
"1052",5,26,462,30,3,"14C","14C"
"1053",7,23,445,30,3,"14C","14C"
"1054",10,24,343,30,3,"14C","14C"
"1055",12,24,287,30,3,"14C","14C"
"1056",14,21,282,30,3,"14C","14C"
"1057",1,50,698,30,4,"14C","14C"
"1058",3,36,546,30,4,"14C","14C"
"1059",5,26,476,30,4,"14C","14C"
"1060",7,23,416,30,4,"14C","14C"
"1061",10,24,404,30,4,"14C","14C"
"1062",12,24,327,30,4,"14C","14C"
"1063",14,21,327,30,4,"14C","14C"
"1064",1,50,1066,30,5,"14C","14C"
"1065",3,36,813,30,5,"14C","14C"
"1066",5,26,628,30,5,"14C","14C"
"1067",7,23,401,30,5,"14C","14C"
"1068",10,24,400,30,5,"14C","14C"
"1069",12,24,381,30,5,"14C","14C"
"1070",14,21,336,30,5,"14C","14C"
"1071",1,44,745,32,1,"20C","20C"
"1072",3,32,659,32,1,"20C","20C"
"1073",5,25,491,32,1,"20C","20C"
"1074",7,27,483,32,1,"20C","20C"
"1075",10,30,474,32,1,"20C","20C"
"1076",12,25,384,32,1,"20C","20C"
"1077",14,32,382,32,1,"20C","20C"
"1078",1,44,727,32,2,"20C","20C"
"1079",3,32,639,32,2,"20C","20C"
"1080",5,25,598,32,2,"20C","20C"
"1081",7,27,530,32,2,"20C","20C"
"1082",10,30,522,32,2,"20C","20C"
"1083",12,25,412,32,2,"20C","20C"
"1084",14,32,411,32,2,"20C","20C"
"1085",1,44,879,32,3,"20C","20C"
"1086",3,32,584,32,3,"20C","20C"
"1087",5,25,532,32,3,"20C","20C"
"1088",7,27,485,32,3,"20C","20C"
"1089",10,30,464,32,3,"20C","20C"
"1090",12,25,460,32,3,"20C","20C"
"1091",14,32,386,32,3,"20C","20C"
"1092",1,44,732,32,4,"20C","20C"
"1093",3,32,609,32,4,"20C","20C"
"1094",5,25,601,32,4,"20C","20C"
"1095",7,27,480,32,4,"20C","20C"
"1096",10,30,475,32,4,"20C","20C"
"1097",12,25,429,32,4,"20C","20C"
"1098",14,32,379,32,4,"20C","20C"
"1099",1,44,1000,32,5,"20C","20C"
"1100",3,32,559,32,5,"20C","20C"
"1101",5,25,530,32,5,"20C","20C"
"1102",7,27,525,32,5,"20C","20C"
"1103",10,30,519,32,5,"20C","20C"
"1104",12,25,462,32,5,"20C","20C"
"1105",14,32,438,32,5,"20C","20C"
"1106",1,44,995,36,1,"20C","20C"
"1107",3,53,785,36,1,"20C","20C"
"1108",5,28,668,36,1,"20C","20C"
"1109",7,35,587,36,1,"20C","20C"
"1110",10,38,474,36,1,"20C","20C"
"1111",12,29,431,36,1,"20C","20C"
"1112",14,20,274,36,1,"20C","20C"
"1113",1,44,820,36,2,"20C","20C"
"1114",3,53,777,36,2,"20C","20C"
"1115",5,28,638,36,2,"20C","20C"
"1116",7,35,592,36,2,"20C","20C"
"1117",10,38,590,36,2,"20C","20C"
"1118",12,29,451,36,2,"20C","20C"
"1119",14,20,431,36,2,"20C","20C"
"1120",1,44,981,36,3,"20C","20C"
"1121",3,53,892,36,3,"20C","20C"
"1122",5,28,659,36,3,"20C","20C"
"1123",7,35,541,36,3,"20C","20C"
"1124",10,38,535,36,3,"20C","20C"
"1125",12,29,535,36,3,"20C","20C"
"1126",14,20,441,36,3,"20C","20C"
"1127",1,44,933,36,4,"20C","20C"
"1128",3,53,827,36,4,"20C","20C"
"1129",5,28,729,36,4,"20C","20C"
"1130",7,35,634,36,4,"20C","20C"
"1131",10,38,494,36,4,"20C","20C"
"1132",12,29,428,36,4,"20C","20C"
"1133",14,20,255,36,4,"20C","20C"
"1134",1,44,806,36,5,"20C","20C"
"1135",3,53,790,36,5,"20C","20C"
"1136",5,28,744,36,5,"20C","20C"
"1137",7,35,733,36,5,"20C","20C"
"1138",10,38,589,36,5,"20C","20C"
"1139",12,29,510,36,5,"20C","20C"
"1140",14,20,255,36,5,"20C","20C"
"1141",1,42,685,37,1,"14C","14C"
"1142",4,42,454,37,1,"14C","14C"
"1143",7,19,432,37,1,"14C","14C"
"1144",10,21,340,37,1,"14C","14C"
"1145",12,24,325,37,1,"14C","14C"
"1146",14,10,179,37,1,"14C","14C"
"1147",1,42,798,37,2,"14C","14C"
"1148",4,42,572,37,2,"14C","14C"
"1149",7,19,382,37,2,"14C","14C"
"1150",10,21,370,37,2,"14C","14C"
"1151",12,24,369,37,2,"14C","14C"
"1152",14,10,108,37,2,"14C","14C"
"1153",1,42,868,37,3,"14C","14C"
"1154",4,42,718,37,3,"14C","14C"
"1155",7,19,469,37,3,"14C","14C"
"1156",10,21,465,37,3,"14C","14C"
"1157",12,24,450,37,3,"14C","14C"
"1158",14,10,113,37,3,"14C","14C"
"1159",1,42,791,37,4,"14C","14C"
"1160",4,42,627,37,4,"14C","14C"
"1161",7,19,489,37,4,"14C","14C"
"1162",10,21,356,37,4,"14C","14C"
"1163",12,24,298,37,4,"14C","14C"
"1164",14,10,244,37,4,"14C","14C"
"1165",1,42,750,37,5,"14C","14C"
"1166",4,42,647,37,5,"14C","14C"
"1167",7,19,444,37,5,"14C","14C"
"1168",10,21,394,37,5,"14C","14C"
"1169",12,24,390,37,5,"14C","14C"
"1170",14,10,178,37,5,"14C","14C"
"1171",1,40,637,38,1,"14C","14C"
"1172",4,37,538,38,1,"14C","14C"
"1173",7,20,444,38,1,"14C","14C"
"1174",10,13,283,38,1,"14C","14C"
"1175",12,14,248,38,1,"14C","14C"
"1176",14,10,100,38,1,"14C","14C"
"1177",1,40,839,38,2,"14C","14C"
"1178",4,37,558,38,2,"14C","14C"
"1179",7,20,393,38,2,"14C","14C"
"1180",10,13,266,38,2,"14C","14C"
"1181",12,14,202,38,2,"14C","14C"
"1182",14,10,144,38,2,"14C","14C"
"1183",1,40,820,38,3,"14C","14C"
"1184",4,37,558,38,3,"14C","14C"
"1185",7,20,441,38,3,"14C","14C"
"1186",10,13,190,38,3,"14C","14C"
"1187",12,14,173,38,3,"14C","14C"
"1188",14,10,170,38,3,"14C","14C"
"1189",1,40,863,38,4,"14C","14C"
"1190",4,37,608,38,4,"14C","14C"
"1191",7,20,382,38,4,"14C","14C"
"1192",10,13,268,38,4,"14C","14C"
"1193",12,14,210,38,4,"14C","14C"
"1194",14,10,194,38,4,"14C","14C"
"1195",1,40,640,38,5,"14C","14C"
"1196",4,37,498,38,5,"14C","14C"
"1197",7,20,446,38,5,"14C","14C"
"1198",10,13,274,38,5,"14C","14C"
"1199",12,14,268,38,5,"14C","14C"
"1200",14,10,225,38,5,"14C","14C"
"1201",1,43,688,39,1,"14C","14C"
"1202",4,26,565,39,1,"14C","14C"
"1203",7,17,368,39,1,"14C","14C"
"1204",10,20,292,39,1,"14C","14C"
"1205",12,18,273,39,1,"14C","14C"
"1206",14,9,190,39,1,"14C","14C"
"1207",1,43,757,39,2,"14C","14C"
"1208",4,26,521,39,2,"14C","14C"
"1209",7,17,309,39,2,"14C","14C"
"1210",10,20,296,39,2,"14C","14C"
"1211",12,18,252,39,2,"14C","14C"
"1212",14,9,108,39,2,"14C","14C"
"1213",1,43,609,39,3,"14C","14C"
"1214",4,26,522,39,3,"14C","14C"
"1215",7,17,375,39,3,"14C","14C"
"1216",10,20,344,39,3,"14C","14C"
"1217",12,18,339,39,3,"14C","14C"
"1218",14,9,129,39,3,"14C","14C"
"1219",1,43,716,39,4,"14C","14C"
"1220",4,26,466,39,4,"14C","14C"
"1221",7,17,380,39,4,"14C","14C"
"1222",10,20,303,39,4,"14C","14C"
"1223",12,18,240,39,4,"14C","14C"
"1224",14,9,227,39,4,"14C","14C"
"1225",1,43,586,39,5,"14C","14C"
"1226",4,26,434,39,5,"14C","14C"
"1227",7,17,384,39,5,"14C","14C"
"1228",10,20,313,39,5,"14C","14C"
"1229",12,18,250,39,5,"14C","14C"
"1230",14,9,90,39,5,"14C","14C"
"1231",1,39,690,40,1,"14C","14C"
"1232",4,27,410,40,1,"14C","14C"
"1233",7,28,407,40,1,"14C","14C"
"1234",10,25,365,40,1,"14C","14C"
"1235",12,14,343,40,1,"14C","14C"
"1236",14,10,251,40,1,"14C","14C"
"1237",1,39,466,40,2,"14C","14C"
"1238",4,27,422,40,2,"14C","14C"
"1239",7,28,400,40,2,"14C","14C"
"1240",10,25,389,40,2,"14C","14C"
"1241",12,14,249,40,2,"14C","14C"
"1242",14,10,186,40,2,"14C","14C"
"1243",1,39,790,40,3,"14C","14C"
"1244",4,27,537,40,3,"14C","14C"
"1245",7,28,419,40,3,"14C","14C"
"1246",10,25,374,40,3,"14C","14C"
"1247",12,14,242,40,3,"14C","14C"
"1248",14,10,212,40,3,"14C","14C"
"1249",1,39,570,40,4,"14C","14C"
"1250",4,27,465,40,4,"14C","14C"
"1251",7,28,407,40,4,"14C","14C"
"1252",10,25,364,40,4,"14C","14C"
"1253",12,14,256,40,4,"14C","14C"
"1254",14,10,255,40,4,"14C","14C"
"1255",1,39,666,40,5,"14C","14C"
"1256",4,27,496,40,5,"14C","14C"
"1257",7,28,476,40,5,"14C","14C"
"1258",10,25,320,40,5,"14C","14C"
"1259",12,14,162,40,5,"14C","14C"
"1260",14,10,132,40,5,"14C","14C"
"1261",1,39,810,41,1,"14C","14C"
"1262",4,39,617,41,1,"14C","14C"
"1263",7,26,519,41,1,"14C","14C"
"1264",10,23,403,41,1,"14C","14C"
"1265",12,13,289,41,1,"14C","14C"
"1266",14,1,24,41,1,"14C","14C"
"1267",1,39,762,41,2,"14C","14C"
"1268",4,39,641,41,2,"14C","14C"
"1269",7,26,420,41,2,"14C","14C"
"1270",10,23,249,41,2,"14C","14C"
"1271",12,13,219,41,2,"14C","14C"
"1272",14,1,21,41,2,"14C","14C"
"1273",1,39,665,41,3,"14C","14C"
"1274",4,39,574,41,3,"14C","14C"
"1275",7,26,494,41,3,"14C","14C"
"1276",10,23,322,41,3,"14C","14C"
"1277",12,13,166,41,3,"14C","14C"
"1278",14,1,15,41,3,"14C","14C"
"1279",1,39,739,41,4,"14C","14C"
"1280",4,39,719,41,4,"14C","14C"
"1281",7,26,425,41,4,"14C","14C"
"1282",10,23,423,41,4,"14C","14C"
"1283",12,13,141,41,4,"14C","14C"
"1284",14,1,6,41,4,"14C","14C"
"1285",1,39,871,41,5,"14C","14C"
"1286",4,39,610,41,5,"14C","14C"
"1287",7,26,479,41,5,"14C","14C"
"1288",10,23,362,41,5,"14C","14C"
"1289",12,13,261,41,5,"14C","14C"
"1290",14,1,62,41,5,"14C","14C"
"1291",1,53,844,42,1,"14C","14C"
"1292",4,33,518,42,1,"14C","14C"
"1293",7,25,505,42,1,"14C","14C"
"1294",10,16,323,42,1,"14C","14C"
"1295",12,16,232,42,1,"14C","14C"
"1296",14,10,104,42,1,"14C","14C"
"1297",1,53,1043,42,2,"14C","14C"
"1298",4,33,581,42,2,"14C","14C"
"1299",7,25,530,42,2,"14C","14C"
"1300",10,16,245,42,2,"14C","14C"
"1301",12,16,194,42,2,"14C","14C"
"1302",14,10,104,42,2,"14C","14C"
"1303",1,53,736,42,3,"14C","14C"
"1304",4,33,672,42,3,"14C","14C"
"1305",7,25,474,42,3,"14C","14C"
"1306",10,16,295,42,3,"14C","14C"
"1307",12,16,267,42,3,"14C","14C"
"1308",14,10,214,42,3,"14C","14C"
