day,raw_count,sim_count,jar_id,rep_id,treatment,site
1,50,997,33,143,20C,20C
3,71,962,33,143,20C,20C
5,43,782,33,143,20C,20C
7,37,690,33,143,20C,20C
10,40,657,33,143,20C,20C
12,39,647,33,143,20C,20C
14,20,435,33,143,20C,20C
1,50,1117,33,144,20C,20C
3,71,916,33,144,20C,20C
5,43,626,33,144,20C,20C
7,37,610,33,144,20C,20C
10,40,572,33,144,20C,20C
12,39,493,33,144,20C,20C
14,20,212,33,144,20C,20C
1,50,1073,33,145,20C,20C
3,71,992,33,145,20C,20C
5,43,836,33,145,20C,20C
7,37,721,33,145,20C,20C
10,40,689,33,145,20C,20C
12,39,601,33,145,20C,20C
14,20,390,33,145,20C,20C
1,50,1095,33,146,20C,20C
3,71,1000,33,146,20C,20C
5,43,791,33,146,20C,20C
7,37,783,33,146,20C,20C
10,40,568,33,146,20C,20C
12,39,523,33,146,20C,20C
14,20,374,33,146,20C,20C
1,50,981,33,147,20C,20C
3,71,945,33,147,20C,20C
5,43,691,33,147,20C,20C
7,37,667,33,147,20C,20C
10,40,595,33,147,20C,20C
12,39,563,33,147,20C,20C
14,20,305,33,147,20C,20C
1,50,999,33,148,20C,20C
3,71,984,33,148,20C,20C
5,43,741,33,148,20C,20C
7,37,670,33,148,20C,20C
10,40,613,33,148,20C,20C
12,39,557,33,148,20C,20C
14,20,544,33,148,20C,20C
1,50,1292,33,149,20C,20C
3,71,1218,33,149,20C,20C
5,43,857,33,149,20C,20C
7,37,642,33,149,20C,20C
10,40,642,33,149,20C,20C
12,39,588,33,149,20C,20C
14,20,365,33,149,20C,20C
1,50,983,33,150,20C,20C
3,71,974,33,150,20C,20C
5,43,729,33,150,20C,20C
7,37,609,33,150,20C,20C
10,40,580,33,150,20C,20C
12,39,575,33,150,20C,20C
14,20,442,33,150,20C,20C
1,50,1108,33,151,20C,20C
3,71,912,33,151,20C,20C
5,43,799,33,151,20C,20C
7,37,759,33,151,20C,20C
10,40,569,33,151,20C,20C
12,39,519,33,151,20C,20C
14,20,321,33,151,20C,20C
1,50,1082,33,152,20C,20C
3,71,950,33,152,20C,20C
5,43,799,33,152,20C,20C
7,37,724,33,152,20C,20C
10,40,701,33,152,20C,20C
12,39,615,33,152,20C,20C
14,20,288,33,152,20C,20C
1,50,970,33,153,20C,20C
3,71,954,33,153,20C,20C
5,43,636,33,153,20C,20C
7,37,571,33,153,20C,20C
10,40,550,33,153,20C,20C
12,39,511,33,153,20C,20C
14,20,359,33,153,20C,20C
1,50,945,33,154,20C,20C
3,71,941,33,154,20C,20C
5,43,862,33,154,20C,20C
7,37,625,33,154,20C,20C
10,40,572,33,154,20C,20C
12,39,562,33,154,20C,20C
14,20,389,33,154,20C,20C
1,50,1080,33,155,20C,20C
3,71,1052,33,155,20C,20C
5,43,823,33,155,20C,20C
7,37,615,33,155,20C,20C
10,40,599,33,155,20C,20C
12,39,558,33,155,20C,20C
14,20,338,33,155,20C,20C
1,50,1029,33,156,20C,20C
3,71,991,33,156,20C,20C
5,43,881,33,156,20C,20C
7,37,574,33,156,20C,20C
10,40,570,33,156,20C,20C
12,39,511,33,156,20C,20C
14,20,361,33,156,20C,20C
1,50,1057,33,157,20C,20C
3,71,1053,33,157,20C,20C
5,43,917,33,157,20C,20C
7,37,807,33,157,20C,20C
10,40,677,33,157,20C,20C
12,39,662,33,157,20C,20C
14,20,342,33,157,20C,20C
1,50,896,33,158,20C,20C
3,71,857,33,158,20C,20C
5,43,729,33,158,20C,20C
7,37,681,33,158,20C,20C
10,40,673,33,158,20C,20C
12,39,644,33,158,20C,20C
14,20,362,33,158,20C,20C
1,50,942,33,159,20C,20C
3,71,904,33,159,20C,20C
5,43,841,33,159,20C,20C
7,37,756,33,159,20C,20C
10,40,739,33,159,20C,20C
12,39,546,33,159,20C,20C
14,20,414,33,159,20C,20C
1,50,1009,33,160,20C,20C
3,71,962,33,160,20C,20C
5,43,805,33,160,20C,20C
7,37,685,33,160,20C,20C
10,40,634,33,160,20C,20C
12,39,629,33,160,20C,20C
14,20,279,33,160,20C,20C
1,50,986,33,161,20C,20C
3,71,959,33,161,20C,20C
5,43,778,33,161,20C,20C
7,37,738,33,161,20C,20C
10,40,691,33,161,20C,20C
12,39,562,33,161,20C,20C
14,20,233,33,161,20C,20C
1,50,1123,33,162,20C,20C
3,71,1102,33,162,20C,20C
5,43,887,33,162,20C,20C
7,37,678,33,162,20C,20C
10,40,674,33,162,20C,20C
12,39,631,33,162,20C,20C
14,20,382,33,162,20C,20C
1,50,1116,33,163,20C,20C
3,71,1110,33,163,20C,20C
5,43,950,33,163,20C,20C
7,37,717,33,163,20C,20C
10,40,700,33,163,20C,20C
12,39,596,33,163,20C,20C
14,20,313,33,163,20C,20C
1,50,1026,33,164,20C,20C
3,71,1024,33,164,20C,20C
5,43,806,33,164,20C,20C
7,37,658,33,164,20C,20C
10,40,627,33,164,20C,20C
12,39,597,33,164,20C,20C
14,20,251,33,164,20C,20C
1,50,1052,33,165,20C,20C
3,71,886,33,165,20C,20C
5,43,695,33,165,20C,20C
7,37,675,33,165,20C,20C
10,40,662,33,165,20C,20C
12,39,617,33,165,20C,20C
14,20,301,33,165,20C,20C
1,50,969,33,166,20C,20C
3,71,945,33,166,20C,20C
5,43,781,33,166,20C,20C
7,37,752,33,166,20C,20C
10,40,567,33,166,20C,20C
12,39,551,33,166,20C,20C
14,20,404,33,166,20C,20C
1,50,1037,33,167,20C,20C
3,71,1029,33,167,20C,20C
5,43,699,33,167,20C,20C
7,37,643,33,167,20C,20C
10,40,610,33,167,20C,20C
12,39,595,33,167,20C,20C
14,20,324,33,167,20C,20C
1,50,989,33,168,20C,20C
3,71,950,33,168,20C,20C
5,43,874,33,168,20C,20C
7,37,817,33,168,20C,20C
10,40,713,33,168,20C,20C
12,39,649,33,168,20C,20C
14,20,341,33,168,20C,20C
1,50,982,33,169,20C,20C
3,71,968,33,169,20C,20C
5,43,878,33,169,20C,20C
7,37,721,33,169,20C,20C
10,40,695,33,169,20C,20C
12,39,500,33,169,20C,20C
14,20,301,33,169,20C,20C
1,50,1176,33,170,20C,20C
3,71,920,33,170,20C,20C
5,43,726,33,170,20C,20C
7,37,628,33,170,20C,20C
10,40,567,33,170,20C,20C
12,39,524,33,170,20C,20C
14,20,301,33,170,20C,20C
1,50,1201,33,171,20C,20C
3,71,1192,33,171,20C,20C
5,43,762,33,171,20C,20C
7,37,736,33,171,20C,20C
10,40,655,33,171,20C,20C
12,39,512,33,171,20C,20C
14,20,356,33,171,20C,20C
1,50,1014,33,172,20C,20C
3,71,925,33,172,20C,20C
5,43,761,33,172,20C,20C
7,37,567,33,172,20C,20C
10,40,549,33,172,20C,20C
12,39,520,33,172,20C,20C
14,20,306,33,172,20C,20C
1,50,1039,33,173,20C,20C
3,71,927,33,173,20C,20C
5,43,882,33,173,20C,20C
7,37,619,33,173,20C,20C
10,40,558,33,173,20C,20C
12,39,546,33,173,20C,20C
14,20,343,33,173,20C,20C
1,50,1041,33,174,20C,20C
3,71,914,33,174,20C,20C
5,43,787,33,174,20C,20C
7,37,740,33,174,20C,20C
10,40,568,33,174,20C,20C
12,39,438,33,174,20C,20C
14,20,358,33,174,20C,20C
1,50,1061,33,175,20C,20C
3,71,962,33,175,20C,20C
5,43,776,33,175,20C,20C
7,37,678,33,175,20C,20C
10,40,644,33,175,20C,20C
12,39,609,33,175,20C,20C
14,20,331,33,175,20C,20C
1,50,1124,33,176,20C,20C
3,71,1085,33,176,20C,20C
5,43,813,33,176,20C,20C
7,37,744,33,176,20C,20C
10,40,703,33,176,20C,20C
12,39,599,33,176,20C,20C
14,20,409,33,176,20C,20C
1,50,1177,33,177,20C,20C
3,71,1024,33,177,20C,20C
5,43,783,33,177,20C,20C
7,37,750,33,177,20C,20C
10,40,683,33,177,20C,20C
12,39,576,33,177,20C,20C
14,20,341,33,177,20C,20C
1,50,1023,33,178,20C,20C
3,71,988,33,178,20C,20C
5,43,737,33,178,20C,20C
7,37,696,33,178,20C,20C
10,40,626,33,178,20C,20C
12,39,586,33,178,20C,20C
14,20,489,33,178,20C,20C
1,50,948,33,179,20C,20C
3,71,931,33,179,20C,20C
5,43,892,33,179,20C,20C
7,37,763,33,179,20C,20C
10,40,626,33,179,20C,20C
12,39,556,33,179,20C,20C
14,20,258,33,179,20C,20C
1,50,1132,33,180,20C,20C
3,71,1103,33,180,20C,20C
5,43,870,33,180,20C,20C
7,37,697,33,180,20C,20C
10,40,630,33,180,20C,20C
12,39,600,33,180,20C,20C
14,20,333,33,180,20C,20C
1,50,1049,33,181,20C,20C
3,71,851,33,181,20C,20C
5,43,743,33,181,20C,20C
7,37,644,33,181,20C,20C
10,40,566,33,181,20C,20C
12,39,448,33,181,20C,20C
14,20,384,33,181,20C,20C
1,50,1022,33,182,20C,20C
3,71,995,33,182,20C,20C
5,43,944,33,182,20C,20C
7,37,835,33,182,20C,20C
10,40,700,33,182,20C,20C
12,39,618,33,182,20C,20C
14,20,561,33,182,20C,20C
1,50,1014,33,183,20C,20C
3,71,972,33,183,20C,20C
5,43,619,33,183,20C,20C
7,37,609,33,183,20C,20C
10,40,603,33,183,20C,20C
12,39,577,33,183,20C,20C
14,20,259,33,183,20C,20C
1,50,1117,33,184,20C,20C
3,71,946,33,184,20C,20C
5,43,776,33,184,20C,20C
7,37,762,33,184,20C,20C
10,40,588,33,184,20C,20C
12,39,490,33,184,20C,20C
14,20,468,33,184,20C,20C
1,50,1185,33,185,20C,20C
3,71,1112,33,185,20C,20C
5,43,904,33,185,20C,20C
7,37,703,33,185,20C,20C
10,40,650,33,185,20C,20C
12,39,531,33,185,20C,20C
14,20,338,33,185,20C,20C
1,50,1187,33,186,20C,20C
3,71,1002,33,186,20C,20C
5,43,699,33,186,20C,20C
7,37,638,33,186,20C,20C
10,40,585,33,186,20C,20C
12,39,537,33,186,20C,20C
14,20,304,33,186,20C,20C
1,50,996,33,187,20C,20C
3,71,913,33,187,20C,20C
5,43,712,33,187,20C,20C
7,37,695,33,187,20C,20C
10,40,664,33,187,20C,20C
12,39,642,33,187,20C,20C
14,20,460,33,187,20C,20C
1,50,990,33,188,20C,20C
3,71,979,33,188,20C,20C
5,43,723,33,188,20C,20C
7,37,634,33,188,20C,20C
10,40,626,33,188,20C,20C
12,39,538,33,188,20C,20C
14,20,328,33,188,20C,20C
1,50,1090,33,189,20C,20C
3,71,1042,33,189,20C,20C
5,43,855,33,189,20C,20C
7,37,806,33,189,20C,20C
10,40,791,33,189,20C,20C
12,39,564,33,189,20C,20C
14,20,368,33,189,20C,20C
1,50,1199,33,190,20C,20C
3,71,1120,33,190,20C,20C
5,43,767,33,190,20C,20C
7,37,765,33,190,20C,20C
10,40,751,33,190,20C,20C
12,39,587,33,190,20C,20C
14,20,275,33,190,20C,20C
1,50,1014,33,191,20C,20C
3,71,965,33,191,20C,20C
5,43,786,33,191,20C,20C
7,37,670,33,191,20C,20C
10,40,627,33,191,20C,20C
12,39,590,33,191,20C,20C
14,20,337,33,191,20C,20C
1,50,1005,33,192,20C,20C
3,71,858,33,192,20C,20C
5,43,714,33,192,20C,20C
7,37,650,33,192,20C,20C
10,40,646,33,192,20C,20C
12,39,462,33,192,20C,20C
14,20,319,33,192,20C,20C
1,50,1127,33,193,20C,20C
3,71,1001,33,193,20C,20C
5,43,776,33,193,20C,20C
7,37,738,33,193,20C,20C
10,40,650,33,193,20C,20C
12,39,503,33,193,20C,20C
14,20,363,33,193,20C,20C
1,50,1151,33,194,20C,20C
3,71,1085,33,194,20C,20C
5,43,811,33,194,20C,20C
7,37,695,33,194,20C,20C
10,40,687,33,194,20C,20C
12,39,635,33,194,20C,20C
14,20,452,33,194,20C,20C
1,50,998,33,195,20C,20C
3,71,958,33,195,20C,20C
5,43,791,33,195,20C,20C
7,37,689,33,195,20C,20C
10,40,591,33,195,20C,20C
12,39,552,33,195,20C,20C
14,20,235,33,195,20C,20C
1,50,1143,33,196,20C,20C
3,71,1126,33,196,20C,20C
5,43,758,33,196,20C,20C
7,37,718,33,196,20C,20C
10,40,700,33,196,20C,20C
12,39,617,33,196,20C,20C
14,20,298,33,196,20C,20C
1,50,1037,33,197,20C,20C
3,71,982,33,197,20C,20C
5,43,748,33,197,20C,20C
7,37,585,33,197,20C,20C
10,40,559,33,197,20C,20C
12,39,551,33,197,20C,20C
14,20,294,33,197,20C,20C
1,50,1099,33,198,20C,20C
3,71,971,33,198,20C,20C
5,43,896,33,198,20C,20C
7,37,639,33,198,20C,20C
10,40,581,33,198,20C,20C
12,39,512,33,198,20C,20C
14,20,303,33,198,20C,20C
1,50,1138,33,199,20C,20C
3,71,1023,33,199,20C,20C
5,43,821,33,199,20C,20C
7,37,688,33,199,20C,20C
10,40,684,33,199,20C,20C
12,39,627,33,199,20C,20C
14,20,311,33,199,20C,20C
1,50,1145,33,200,20C,20C
3,71,1049,33,200,20C,20C
5,43,767,33,200,20C,20C
7,37,644,33,200,20C,20C
10,40,569,33,200,20C,20C
12,39,550,33,200,20C,20C
14,20,402,33,200,20C,20C
1,50,1147,33,201,20C,20C
3,71,1028,33,201,20C,20C
5,43,760,33,201,20C,20C
7,37,675,33,201,20C,20C
10,40,613,33,201,20C,20C
12,39,554,33,201,20C,20C
14,20,299,33,201,20C,20C
1,50,985,33,202,20C,20C
3,71,825,33,202,20C,20C
5,43,756,33,202,20C,20C
7,37,706,33,202,20C,20C
10,40,586,33,202,20C,20C
12,39,581,33,202,20C,20C
14,20,384,33,202,20C,20C
1,50,1111,33,203,20C,20C
3,71,986,33,203,20C,20C
5,43,730,33,203,20C,20C
7,37,642,33,203,20C,20C
10,40,588,33,203,20C,20C
12,39,583,33,203,20C,20C
14,20,327,33,203,20C,20C
1,50,1085,33,204,20C,20C
3,71,904,33,204,20C,20C
5,43,767,33,204,20C,20C
7,37,707,33,204,20C,20C
10,40,698,33,204,20C,20C
12,39,601,33,204,20C,20C
14,20,423,33,204,20C,20C
1,50,1045,33,205,20C,20C
3,71,1024,33,205,20C,20C
5,43,702,33,205,20C,20C
7,37,659,33,205,20C,20C
10,40,622,33,205,20C,20C
12,39,585,33,205,20C,20C
14,20,413,33,205,20C,20C
1,50,1071,33,206,20C,20C
3,71,1062,33,206,20C,20C
5,43,869,33,206,20C,20C
7,37,682,33,206,20C,20C
10,40,670,33,206,20C,20C
12,39,617,33,206,20C,20C
14,20,272,33,206,20C,20C
1,50,924,33,207,20C,20C
3,71,922,33,207,20C,20C
5,43,799,33,207,20C,20C
7,37,715,33,207,20C,20C
10,40,598,33,207,20C,20C
12,39,549,33,207,20C,20C
14,20,295,33,207,20C,20C
1,50,938,33,208,20C,20C
3,71,926,33,208,20C,20C
5,43,791,33,208,20C,20C
7,37,692,33,208,20C,20C
10,40,620,33,208,20C,20C
12,39,537,33,208,20C,20C
14,20,478,33,208,20C,20C
1,50,1085,33,209,20C,20C
3,71,998,33,209,20C,20C
5,43,824,33,209,20C,20C
7,37,656,33,209,20C,20C
10,40,605,33,209,20C,20C
12,39,457,33,209,20C,20C
14,20,349,33,209,20C,20C
1,50,1024,33,210,20C,20C
3,71,1014,33,210,20C,20C
5,43,782,33,210,20C,20C
7,37,768,33,210,20C,20C
10,40,755,33,210,20C,20C
12,39,642,33,210,20C,20C
14,20,280,33,210,20C,20C
1,50,1085,33,211,20C,20C
3,71,1062,33,211,20C,20C
5,43,899,33,211,20C,20C
7,37,640,33,211,20C,20C
10,40,636,33,211,20C,20C
12,39,524,33,211,20C,20C
14,20,446,33,211,20C,20C
1,50,1083,33,212,20C,20C
3,71,986,33,212,20C,20C
5,43,911,33,212,20C,20C
7,37,670,33,212,20C,20C
10,40,595,33,212,20C,20C
12,39,520,33,212,20C,20C
14,20,465,33,212,20C,20C
1,50,925,33,213,20C,20C
3,71,907,33,213,20C,20C
5,43,866,33,213,20C,20C
7,37,750,33,213,20C,20C
10,40,691,33,213,20C,20C
12,39,655,33,213,20C,20C
14,20,370,33,213,20C,20C
1,50,1144,33,214,20C,20C
3,71,1113,33,214,20C,20C
5,43,915,33,214,20C,20C
7,37,736,33,214,20C,20C
10,40,716,33,214,20C,20C
12,39,684,33,214,20C,20C
14,20,338,33,214,20C,20C
1,50,1035,33,215,20C,20C
3,71,920,33,215,20C,20C
5,43,807,33,215,20C,20C
7,37,699,33,215,20C,20C
10,40,692,33,215,20C,20C
12,39,472,33,215,20C,20C
14,20,396,33,215,20C,20C
1,50,1188,33,216,20C,20C
3,71,1092,33,216,20C,20C
5,43,1048,33,216,20C,20C
7,37,701,33,216,20C,20C
10,40,658,33,216,20C,20C
12,39,540,33,216,20C,20C
14,20,446,33,216,20C,20C
1,50,958,33,217,20C,20C
3,71,933,33,217,20C,20C
5,43,823,33,217,20C,20C
7,37,700,33,217,20C,20C
10,40,652,33,217,20C,20C
12,39,592,33,217,20C,20C
14,20,234,33,217,20C,20C
1,50,1196,33,218,20C,20C
3,71,1161,33,218,20C,20C
5,43,937,33,218,20C,20C
7,37,858,33,218,20C,20C
10,40,754,33,218,20C,20C
12,39,754,33,218,20C,20C
14,20,309,33,218,20C,20C
1,50,1205,33,219,20C,20C
3,71,1195,33,219,20C,20C
5,43,796,33,219,20C,20C
7,37,704,33,219,20C,20C
10,40,687,33,219,20C,20C
12,39,648,33,219,20C,20C
14,20,219,33,219,20C,20C
1,50,1037,33,220,20C,20C
3,71,1011,33,220,20C,20C
5,43,855,33,220,20C,20C
7,37,751,33,220,20C,20C
10,40,550,33,220,20C,20C
12,39,505,33,220,20C,20C
14,20,359,33,220,20C,20C
1,50,1137,33,221,20C,20C
3,71,889,33,221,20C,20C
5,43,737,33,221,20C,20C
7,37,551,33,221,20C,20C
10,40,513,33,221,20C,20C
12,39,506,33,221,20C,20C
14,20,277,33,221,20C,20C
1,50,929,33,222,20C,20C
3,71,926,33,222,20C,20C
5,43,682,33,222,20C,20C
7,37,673,33,222,20C,20C
10,40,633,33,222,20C,20C
12,39,605,33,222,20C,20C
14,20,418,33,222,20C,20C
1,50,1095,33,223,20C,20C
3,71,909,33,223,20C,20C
5,43,748,33,223,20C,20C
7,37,645,33,223,20C,20C
10,40,632,33,223,20C,20C
12,39,588,33,223,20C,20C
14,20,305,33,223,20C,20C
1,50,1139,33,224,20C,20C
3,71,1125,33,224,20C,20C
5,43,737,33,224,20C,20C
7,37,702,33,224,20C,20C
10,40,660,33,224,20C,20C
12,39,565,33,224,20C,20C
14,20,357,33,224,20C,20C
1,50,986,33,225,20C,20C
3,71,938,33,225,20C,20C
5,43,830,33,225,20C,20C
7,37,756,33,225,20C,20C
10,40,684,33,225,20C,20C
12,39,661,33,225,20C,20C
14,20,363,33,225,20C,20C
1,50,1117,33,226,20C,20C
3,71,1011,33,226,20C,20C
5,43,745,33,226,20C,20C
7,37,732,33,226,20C,20C
10,40,682,33,226,20C,20C
12,39,565,33,226,20C,20C
14,20,337,33,226,20C,20C
1,50,1026,33,227,20C,20C
3,71,1026,33,227,20C,20C
5,43,783,33,227,20C,20C
7,37,775,33,227,20C,20C
10,40,677,33,227,20C,20C
12,39,630,33,227,20C,20C
14,20,488,33,227,20C,20C
1,50,997,33,228,20C,20C
3,71,915,33,228,20C,20C
5,43,837,33,228,20C,20C
7,37,736,33,228,20C,20C
10,40,650,33,228,20C,20C
12,39,645,33,228,20C,20C
14,20,418,33,228,20C,20C
1,50,1111,33,229,20C,20C
3,71,991,33,229,20C,20C
5,43,759,33,229,20C,20C
7,37,637,33,229,20C,20C
10,40,549,33,229,20C,20C
12,39,510,33,229,20C,20C
14,20,430,33,229,20C,20C
1,50,1010,33,230,20C,20C
3,71,989,33,230,20C,20C
5,43,818,33,230,20C,20C
7,37,774,33,230,20C,20C
10,40,735,33,230,20C,20C
12,39,580,33,230,20C,20C
14,20,339,33,230,20C,20C
1,50,957,33,231,20C,20C
3,71,873,33,231,20C,20C
5,43,849,33,231,20C,20C
7,37,694,33,231,20C,20C
10,40,628,33,231,20C,20C
12,39,562,33,231,20C,20C
14,20,331,33,231,20C,20C
1,50,1102,33,232,20C,20C
3,71,1037,33,232,20C,20C
5,43,847,33,232,20C,20C
7,37,731,33,232,20C,20C
10,40,726,33,232,20C,20C
12,39,694,33,232,20C,20C
14,20,318,33,232,20C,20C
1,50,1012,33,233,20C,20C
3,71,963,33,233,20C,20C
5,43,718,33,233,20C,20C
7,37,633,33,233,20C,20C
10,40,565,33,233,20C,20C
12,39,518,33,233,20C,20C
14,20,373,33,233,20C,20C
1,50,1107,33,234,20C,20C
3,71,984,33,234,20C,20C
5,43,759,33,234,20C,20C
7,37,736,33,234,20C,20C
10,40,699,33,234,20C,20C
12,39,548,33,234,20C,20C
14,20,277,33,234,20C,20C
1,50,1065,33,235,20C,20C
3,71,1046,33,235,20C,20C
5,43,587,33,235,20C,20C
7,37,571,33,235,20C,20C
10,40,546,33,235,20C,20C
12,39,528,33,235,20C,20C
14,20,459,33,235,20C,20C
1,50,1048,33,236,20C,20C
3,71,951,33,236,20C,20C
5,43,934,33,236,20C,20C
7,37,921,33,236,20C,20C
10,40,704,33,236,20C,20C
12,39,551,33,236,20C,20C
14,20,494,33,236,20C,20C
1,50,975,33,237,20C,20C
3,71,962,33,237,20C,20C
5,43,845,33,237,20C,20C
7,37,682,33,237,20C,20C
10,40,549,33,237,20C,20C
12,39,526,33,237,20C,20C
14,20,355,33,237,20C,20C
1,50,1111,33,238,20C,20C
3,71,1070,33,238,20C,20C
5,43,777,33,238,20C,20C
7,37,746,33,238,20C,20C
10,40,739,33,238,20C,20C
12,39,599,33,238,20C,20C
14,20,205,33,238,20C,20C
1,50,976,33,239,20C,20C
3,71,925,33,239,20C,20C
5,43,906,33,239,20C,20C
7,37,798,33,239,20C,20C
10,40,710,33,239,20C,20C
12,39,700,33,239,20C,20C
14,20,348,33,239,20C,20C
1,50,1101,33,240,20C,20C
3,71,932,33,240,20C,20C
5,43,858,33,240,20C,20C
7,37,716,33,240,20C,20C
10,40,668,33,240,20C,20C
12,39,668,33,240,20C,20C
14,20,440,33,240,20C,20C
1,50,1183,33,241,20C,20C
3,71,1156,33,241,20C,20C
5,43,812,33,241,20C,20C
7,37,718,33,241,20C,20C
10,40,707,33,241,20C,20C
12,39,657,33,241,20C,20C
14,20,372,33,241,20C,20C
1,50,984,33,242,20C,20C
3,71,978,33,242,20C,20C
5,43,873,33,242,20C,20C
7,37,763,33,242,20C,20C
10,40,643,33,242,20C,20C
12,39,584,33,242,20C,20C
14,20,359,33,242,20C,20C
1,50,1145,33,243,20C,20C
3,71,1030,33,243,20C,20C
5,43,735,33,243,20C,20C
7,37,692,33,243,20C,20C
10,40,671,33,243,20C,20C
12,39,624,33,243,20C,20C
14,20,448,33,243,20C,20C
1,50,938,33,244,20C,20C
3,71,916,33,244,20C,20C
5,43,746,33,244,20C,20C
7,37,689,33,244,20C,20C
10,40,522,33,244,20C,20C
12,39,503,33,244,20C,20C
14,20,323,33,244,20C,20C
1,50,1115,33,245,20C,20C
3,71,987,33,245,20C,20C
5,43,929,33,245,20C,20C
7,37,596,33,245,20C,20C
10,40,559,33,245,20C,20C
12,39,522,33,245,20C,20C
14,20,323,33,245,20C,20C
1,50,1100,33,246,20C,20C
3,71,1034,33,246,20C,20C
5,43,819,33,246,20C,20C
7,37,811,33,246,20C,20C
10,40,807,33,246,20C,20C
12,39,630,33,246,20C,20C
14,20,372,33,246,20C,20C
1,50,1222,33,247,20C,20C
3,71,1089,33,247,20C,20C
5,43,828,33,247,20C,20C
7,37,675,33,247,20C,20C
10,40,598,33,247,20C,20C
12,39,598,33,247,20C,20C
14,20,290,33,247,20C,20C
1,50,1037,33,248,20C,20C
3,71,963,33,248,20C,20C
5,43,877,33,248,20C,20C
7,37,813,33,248,20C,20C
10,40,695,33,248,20C,20C
12,39,492,33,248,20C,20C
14,20,381,33,248,20C,20C
1,50,1224,33,249,20C,20C
3,71,1143,33,249,20C,20C
5,43,979,33,249,20C,20C
7,37,664,33,249,20C,20C
10,40,583,33,249,20C,20C
12,39,414,33,249,20C,20C
14,20,322,33,249,20C,20C
1,50,1132,33,250,20C,20C
3,71,1131,33,250,20C,20C
5,43,639,33,250,20C,20C
7,37,604,33,250,20C,20C
10,40,571,33,250,20C,20C
12,39,546,33,250,20C,20C
14,20,326,33,250,20C,20C
1,50,1180,33,251,20C,20C
3,71,1133,33,251,20C,20C
5,43,742,33,251,20C,20C
7,37,723,33,251,20C,20C
10,40,610,33,251,20C,20C
12,39,538,33,251,20C,20C
14,20,380,33,251,20C,20C
1,50,1081,33,252,20C,20C
3,71,979,33,252,20C,20C
5,43,718,33,252,20C,20C
7,37,671,33,252,20C,20C
10,40,648,33,252,20C,20C
12,39,526,33,252,20C,20C
14,20,512,33,252,20C,20C
1,50,1033,33,253,20C,20C
3,71,957,33,253,20C,20C
5,43,880,33,253,20C,20C
7,37,691,33,253,20C,20C
10,40,667,33,253,20C,20C
12,39,664,33,253,20C,20C
14,20,279,33,253,20C,20C
1,50,1002,33,254,20C,20C
3,71,988,33,254,20C,20C
5,43,753,33,254,20C,20C
7,37,662,33,254,20C,20C
10,40,522,33,254,20C,20C
12,39,458,33,254,20C,20C
14,20,240,33,254,20C,20C
1,50,1076,33,255,20C,20C
3,71,1024,33,255,20C,20C
5,43,850,33,255,20C,20C
7,37,819,33,255,20C,20C
10,40,644,33,255,20C,20C
12,39,565,33,255,20C,20C
14,20,338,33,255,20C,20C
1,50,1172,33,256,20C,20C
3,71,1130,33,256,20C,20C
5,43,802,33,256,20C,20C
7,37,722,33,256,20C,20C
10,40,706,33,256,20C,20C
12,39,648,33,256,20C,20C
14,20,315,33,256,20C,20C
1,50,950,33,257,20C,20C
3,71,943,33,257,20C,20C
5,43,722,33,257,20C,20C
7,37,712,33,257,20C,20C
10,40,610,33,257,20C,20C
12,39,557,33,257,20C,20C
14,20,327,33,257,20C,20C
1,50,1037,33,258,20C,20C
3,71,919,33,258,20C,20C
5,43,862,33,258,20C,20C
7,37,696,33,258,20C,20C
10,40,620,33,258,20C,20C
12,39,529,33,258,20C,20C
14,20,307,33,258,20C,20C
1,50,1132,33,259,20C,20C
3,71,1094,33,259,20C,20C
5,43,728,33,259,20C,20C
7,37,709,33,259,20C,20C
10,40,671,33,259,20C,20C
12,39,579,33,259,20C,20C
14,20,276,33,259,20C,20C
1,50,1077,33,260,20C,20C
3,71,1062,33,260,20C,20C
5,43,885,33,260,20C,20C
7,37,752,33,260,20C,20C
10,40,635,33,260,20C,20C
12,39,632,33,260,20C,20C
14,20,389,33,260,20C,20C
1,50,1153,33,261,20C,20C
3,71,1068,33,261,20C,20C
5,43,777,33,261,20C,20C
7,37,720,33,261,20C,20C
10,40,669,33,261,20C,20C
12,39,647,33,261,20C,20C
14,20,354,33,261,20C,20C
1,50,975,33,262,20C,20C
3,71,941,33,262,20C,20C
5,43,866,33,262,20C,20C
7,37,792,33,262,20C,20C
10,40,778,33,262,20C,20C
12,39,518,33,262,20C,20C
14,20,366,33,262,20C,20C
1,50,1089,33,263,20C,20C
3,71,938,33,263,20C,20C
5,43,689,33,263,20C,20C
7,37,594,33,263,20C,20C
10,40,581,33,263,20C,20C
12,39,544,33,263,20C,20C
14,20,295,33,263,20C,20C
1,50,1053,33,264,20C,20C
3,71,1001,33,264,20C,20C
5,43,911,33,264,20C,20C
7,37,742,33,264,20C,20C
10,40,674,33,264,20C,20C
12,39,628,33,264,20C,20C
14,20,317,33,264,20C,20C
1,50,999,33,265,20C,20C
3,71,939,33,265,20C,20C
5,43,719,33,265,20C,20C
7,37,704,33,265,20C,20C
10,40,555,33,265,20C,20C
12,39,522,33,265,20C,20C
14,20,236,33,265,20C,20C
1,50,1006,33,266,20C,20C
3,71,954,33,266,20C,20C
5,43,800,33,266,20C,20C
