day,raw_count,sim_count,jar_id,rep_id,treatment,site
10,40,669,33,383,20C,DB
12,39,541,33,383,20C,DB
14,20,283,33,383,20C,DB
1,50,1125,33,384,20C,DB
3,71,1081,33,384,20C,DB
5,43,854,33,384,20C,DB
7,37,743,33,384,20C,DB
10,40,680,33,384,20C,DB
12,39,568,33,384,20C,DB
14,20,433,33,384,20C,DB
1,50,946,33,385,20C,DB
3,71,937,33,385,20C,DB
5,43,781,33,385,20C,DB
7,37,650,33,385,20C,DB
10,40,639,33,385,20C,DB
12,39,603,33,385,20C,DB
14,20,373,33,385,20C,DB
1,50,1024,33,386,20C,DB
3,71,1002,33,386,20C,DB
5,43,912,33,386,20C,DB
7,37,674,33,386,20C,DB
10,40,606,33,386,20C,DB
12,39,538,33,386,20C,DB
14,20,308,33,386,20C,DB
1,50,1106,33,387,20C,DB
3,71,1069,33,387,20C,DB
5,43,857,33,387,20C,DB
7,37,617,33,387,20C,DB
10,40,609,33,387,20C,DB
12,39,513,33,387,20C,DB
14,20,470,33,387,20C,DB
1,50,1062,33,388,20C,DB
3,71,1043,33,388,20C,DB
5,43,797,33,388,20C,DB
7,37,786,33,388,20C,DB
10,40,646,33,388,20C,DB
12,39,466,33,388,20C,DB
14,20,314,33,388,20C,DB
1,50,918,33,389,20C,DB
3,71,904,33,389,20C,DB
5,43,702,33,389,20C,DB
7,37,699,33,389,20C,DB
10,40,604,33,389,20C,DB
12,39,523,33,389,20C,DB
14,20,463,33,389,20C,DB
1,50,1088,33,390,20C,DB
3,71,1013,33,390,20C,DB
5,43,925,33,390,20C,DB
7,37,759,33,390,20C,DB
10,40,737,33,390,20C,DB
12,39,672,33,390,20C,DB
14,20,427,33,390,20C,DB
1,50,1022,33,391,20C,DB
3,71,962,33,391,20C,DB
5,43,771,33,391,20C,DB
7,37,588,33,391,20C,DB
10,40,550,33,391,20C,DB
12,39,429,33,391,20C,DB
14,20,405,33,391,20C,DB
1,50,1218,33,392,20C,DB
3,71,1185,33,392,20C,DB
5,43,908,33,392,20C,DB
7,37,758,33,392,20C,DB
10,40,675,33,392,20C,DB
12,39,596,33,392,20C,DB
14,20,432,33,392,20C,DB
1,50,1086,33,393,20C,DB
3,71,975,33,393,20C,DB
5,43,894,33,393,20C,DB
7,37,798,33,393,20C,DB
10,40,618,33,393,20C,DB
12,39,609,33,393,20C,DB
14,20,237,33,393,20C,DB
1,50,1090,33,394,20C,DB
3,71,1039,33,394,20C,DB
5,43,903,33,394,20C,DB
7,37,776,33,394,20C,DB
10,40,575,33,394,20C,DB
12,39,500,33,394,20C,DB
14,20,323,33,394,20C,DB
1,50,1164,33,395,20C,DB
3,71,1079,33,395,20C,DB
5,43,791,33,395,20C,DB
7,37,580,33,395,20C,DB
10,40,554,33,395,20C,DB
12,39,523,33,395,20C,DB
14,20,498,33,395,20C,DB
1,50,1004,33,396,20C,DB
3,71,911,33,396,20C,DB
5,43,741,33,396,20C,DB
7,37,717,33,396,20C,DB
10,40,593,33,396,20C,DB
12,39,580,33,396,20C,DB
14,20,399,33,396,20C,DB
1,50,974,33,397,20C,DB
3,71,966,33,397,20C,DB
5,43,733,33,397,20C,DB
7,37,608,33,397,20C,DB
10,40,576,33,397,20C,DB
12,39,530,33,397,20C,DB
14,20,347,33,397,20C,DB
1,50,1077,33,398,20C,DB
3,71,937,33,398,20C,DB
5,43,794,33,398,20C,DB
7,37,718,33,398,20C,DB
10,40,552,33,398,20C,DB
12,39,530,33,398,20C,DB
14,20,370,33,398,20C,DB
1,50,1130,33,399,20C,DB
3,71,994,33,399,20C,DB
5,43,841,33,399,20C,DB
7,37,709,33,399,20C,DB
10,40,642,33,399,20C,DB
12,39,608,33,399,20C,DB
14,20,509,33,399,20C,DB
1,50,948,33,400,20C,DB
3,71,850,33,400,20C,DB
5,43,788,33,400,20C,DB
7,37,619,33,400,20C,DB
10,40,617,33,400,20C,DB
12,39,595,33,400,20C,DB
14,20,363,33,400,20C,DB
1,50,1112,33,401,20C,DB
3,71,967,33,401,20C,DB
5,43,692,33,401,20C,DB
7,37,672,33,401,20C,DB
10,40,651,33,401,20C,DB
12,39,548,33,401,20C,DB
14,20,335,33,401,20C,DB
1,50,1029,33,402,20C,DB
3,71,939,33,402,20C,DB
5,43,756,33,402,20C,DB
7,37,711,33,402,20C,DB
10,40,588,33,402,20C,DB
12,39,484,33,402,20C,DB
14,20,343,33,402,20C,DB
1,50,1166,33,403,20C,DB
3,71,1022,33,403,20C,DB
5,43,637,33,403,20C,DB
7,37,549,33,403,20C,DB
10,40,541,33,403,20C,DB
12,39,536,33,403,20C,DB
14,20,386,33,403,20C,DB
1,50,1084,33,404,20C,DB
3,71,1000,33,404,20C,DB
5,43,786,33,404,20C,DB
7,37,718,33,404,20C,DB
10,40,695,33,404,20C,DB
12,39,645,33,404,20C,DB
14,20,304,33,404,20C,DB
1,50,995,33,405,20C,DB
3,71,928,33,405,20C,DB
5,43,837,33,405,20C,DB
7,37,822,33,405,20C,DB
10,40,645,33,405,20C,DB
12,39,624,33,405,20C,DB
14,20,373,33,405,20C,DB
1,50,1128,33,406,20C,DB
3,71,1064,33,406,20C,DB
5,43,848,33,406,20C,DB
7,37,705,33,406,20C,DB
10,40,674,33,406,20C,DB
12,39,560,33,406,20C,DB
14,20,337,33,406,20C,DB
1,50,1088,33,407,20C,DB
3,71,1030,33,407,20C,DB
5,43,779,33,407,20C,DB
7,37,670,33,407,20C,DB
10,40,540,33,407,20C,DB
12,39,528,33,407,20C,DB
14,20,271,33,407,20C,DB
1,50,1029,33,408,20C,DB
3,71,1018,33,408,20C,DB
5,43,856,33,408,20C,DB
7,37,684,33,408,20C,DB
10,40,657,33,408,20C,DB
12,39,502,33,408,20C,DB
14,20,383,33,408,20C,DB
1,50,1128,33,409,20C,DB
3,71,1045,33,409,20C,DB
5,43,798,33,409,20C,DB
7,37,750,33,409,20C,DB
10,40,667,33,409,20C,DB
12,39,589,33,409,20C,DB
14,20,423,33,409,20C,DB
1,50,1070,33,410,20C,DB
3,71,1060,33,410,20C,DB
5,43,809,33,410,20C,DB
7,37,611,33,410,20C,DB
10,40,572,33,410,20C,DB
12,39,569,33,410,20C,DB
14,20,344,33,410,20C,DB
1,50,938,33,411,20C,DB
3,71,925,33,411,20C,DB
5,43,719,33,411,20C,DB
7,37,710,33,411,20C,DB
10,40,691,33,411,20C,DB
12,39,667,33,411,20C,DB
14,20,341,33,411,20C,DB
1,50,968,33,412,20C,DB
3,71,878,33,412,20C,DB
5,43,805,33,412,20C,DB
7,37,725,33,412,20C,DB
10,40,688,33,412,20C,DB
12,39,575,33,412,20C,DB
14,20,229,33,412,20C,DB
1,50,928,33,413,20C,DB
3,71,925,33,413,20C,DB
5,43,759,33,413,20C,DB
7,37,724,33,413,20C,DB
10,40,689,33,413,20C,DB
12,39,534,33,413,20C,DB
14,20,358,33,413,20C,DB
1,50,1304,33,414,20C,DB
3,71,1052,33,414,20C,DB
5,43,738,33,414,20C,DB
7,37,727,33,414,20C,DB
10,40,554,33,414,20C,DB
12,39,543,33,414,20C,DB
14,20,365,33,414,20C,DB
1,50,1000,33,415,20C,DB
3,71,984,33,415,20C,DB
5,43,785,33,415,20C,DB
7,37,697,33,415,20C,DB
10,40,610,33,415,20C,DB
12,39,504,33,415,20C,DB
14,20,303,33,415,20C,DB
1,50,1000,33,416,20C,DB
3,71,984,33,416,20C,DB
5,43,862,33,416,20C,DB
7,37,855,33,416,20C,DB
10,40,696,33,416,20C,DB
12,39,618,33,416,20C,DB
14,20,397,33,416,20C,DB
1,50,1002,33,417,20C,DB
3,71,977,33,417,20C,DB
5,43,699,33,417,20C,DB
7,37,622,33,417,20C,DB
10,40,567,33,417,20C,DB
12,39,516,33,417,20C,DB
14,20,419,33,417,20C,DB
1,50,897,33,418,20C,DB
3,71,886,33,418,20C,DB
5,43,877,33,418,20C,DB
7,37,726,33,418,20C,DB
10,40,597,33,418,20C,DB
12,39,481,33,418,20C,DB
14,20,321,33,418,20C,DB
1,50,1231,33,419,20C,DB
3,71,1193,33,419,20C,DB
5,43,1009,33,419,20C,DB
7,37,754,33,419,20C,DB
10,40,585,33,419,20C,DB
12,39,570,33,419,20C,DB
14,20,347,33,419,20C,DB
1,50,1181,33,420,20C,DB
3,71,1131,33,420,20C,DB
5,43,737,33,420,20C,DB
7,37,724,33,420,20C,DB
10,40,613,33,420,20C,DB
12,39,603,33,420,20C,DB
14,20,322,33,420,20C,DB
1,50,1036,33,421,20C,DB
3,71,1006,33,421,20C,DB
5,43,783,33,421,20C,DB
7,37,730,33,421,20C,DB
10,40,680,33,421,20C,DB
12,39,665,33,421,20C,DB
14,20,302,33,421,20C,DB
1,50,1024,33,422,20C,DB
3,71,1024,33,422,20C,DB
5,43,821,33,422,20C,DB
7,37,679,33,422,20C,DB
10,40,642,33,422,20C,DB
12,39,624,33,422,20C,DB
14,20,441,33,422,20C,DB
1,50,942,33,423,20C,DB
3,71,938,33,423,20C,DB
5,43,750,33,423,20C,DB
7,37,742,33,423,20C,DB
10,40,652,33,423,20C,DB
12,39,560,33,423,20C,DB
14,20,320,33,423,20C,DB
1,50,1158,33,424,20C,DB
3,71,1127,33,424,20C,DB
5,43,790,33,424,20C,DB
7,37,721,33,424,20C,DB
10,40,675,33,424,20C,DB
12,39,542,33,424,20C,DB
14,20,275,33,424,20C,DB
1,50,993,33,425,20C,DB
3,71,992,33,425,20C,DB
5,43,849,33,425,20C,DB
7,37,653,33,425,20C,DB
10,40,611,33,425,20C,DB
12,39,586,33,425,20C,DB
14,20,338,33,425,20C,DB
1,50,1097,33,426,20C,DB
3,71,1065,33,426,20C,DB
5,43,714,33,426,20C,DB
7,37,573,33,426,20C,DB
10,40,572,33,426,20C,DB
12,39,545,33,426,20C,DB
14,20,278,33,426,20C,DB
1,50,1140,33,427,20C,DB
3,71,1140,33,427,20C,DB
5,43,794,33,427,20C,DB
7,37,770,33,427,20C,DB
10,40,615,33,427,20C,DB
12,39,551,33,427,20C,DB
14,20,272,33,427,20C,DB
1,50,1143,33,428,20C,DB
3,71,1008,33,428,20C,DB
5,43,863,33,428,20C,DB
7,37,737,33,428,20C,DB
10,40,608,33,428,20C,DB
12,39,576,33,428,20C,DB
14,20,534,33,428,20C,DB
1,50,969,33,429,20C,DB
3,71,953,33,429,20C,DB
5,43,760,33,429,20C,DB
7,37,642,33,429,20C,DB
10,40,630,33,429,20C,DB
12,39,588,33,429,20C,DB
14,20,341,33,429,20C,DB
1,50,1150,33,430,20C,DB
3,71,1065,33,430,20C,DB
5,43,735,33,430,20C,DB
7,37,728,33,430,20C,DB
10,40,658,33,430,20C,DB
12,39,613,33,430,20C,DB
14,20,280,33,430,20C,DB
1,50,1080,33,431,20C,DB
3,71,1041,33,431,20C,DB
5,43,817,33,431,20C,DB
7,37,662,33,431,20C,DB
10,40,557,33,431,20C,DB
12,39,537,33,431,20C,DB
14,20,266,33,431,20C,DB
1,50,1092,33,432,20C,DB
3,71,1086,33,432,20C,DB
5,43,861,33,432,20C,DB
7,37,687,33,432,20C,DB
10,40,652,33,432,20C,DB
12,39,535,33,432,20C,DB
14,20,294,33,432,20C,DB
1,50,1099,33,433,20C,DB
3,71,1060,33,433,20C,DB
5,43,768,33,433,20C,DB
7,37,698,33,433,20C,DB
10,40,690,33,433,20C,DB
12,39,626,33,433,20C,DB
14,20,386,33,433,20C,DB
1,50,1033,33,434,20C,DB
3,71,930,33,434,20C,DB
5,43,691,33,434,20C,DB
7,37,688,33,434,20C,DB
10,40,582,33,434,20C,DB
12,39,513,33,434,20C,DB
14,20,307,33,434,20C,DB
1,50,1129,33,435,20C,DB
3,71,1026,33,435,20C,DB
5,43,846,33,435,20C,DB
7,37,698,33,435,20C,DB
10,40,581,33,435,20C,DB
12,39,565,33,435,20C,DB
14,20,366,33,435,20C,DB
1,50,947,33,436,20C,DB
3,71,909,33,436,20C,DB
5,43,754,33,436,20C,DB
7,37,712,33,436,20C,DB
10,40,681,33,436,20C,DB
12,39,660,33,436,20C,DB
14,20,333,33,436,20C,DB
1,50,941,33,437,20C,DB
3,71,890,33,437,20C,DB
5,43,739,33,437,20C,DB
7,37,685,33,437,20C,DB
10,40,671,33,437,20C,DB
12,39,612,33,437,20C,DB
14,20,352,33,437,20C,DB
1,50,1069,33,438,20C,DB
3,71,1023,33,438,20C,DB
5,43,801,33,438,20C,DB
7,37,643,33,438,20C,DB
10,40,546,33,438,20C,DB
12,39,531,33,438,20C,DB
14,20,231,33,438,20C,DB
1,50,1039,33,439,20C,DB
3,71,932,33,439,20C,DB
5,43,719,33,439,20C,DB
7,37,701,33,439,20C,DB
10,40,697,33,439,20C,DB
12,39,635,33,439,20C,DB
14,20,354,33,439,20C,DB
1,50,1044,33,440,20C,DB
3,71,1013,33,440,20C,DB
5,43,820,33,440,20C,DB
7,37,736,33,440,20C,DB
10,40,575,33,440,20C,DB
12,39,435,33,440,20C,DB
14,20,303,33,440,20C,DB
1,50,1064,33,441,20C,DB
3,71,922,33,441,20C,DB
5,43,857,33,441,20C,DB
7,37,685,33,441,20C,DB
10,40,641,33,441,20C,DB
12,39,552,33,441,20C,DB
14,20,385,33,441,20C,DB
1,50,1093,33,442,20C,DB
3,71,1005,33,442,20C,DB
5,43,721,33,442,20C,DB
7,37,680,33,442,20C,DB
10,40,625,33,442,20C,DB
12,39,511,33,442,20C,DB
14,20,370,33,442,20C,DB
1,50,999,33,443,20C,DB
3,71,893,33,443,20C,DB
5,43,727,33,443,20C,DB
7,37,725,33,443,20C,DB
10,40,631,33,443,20C,DB
12,39,595,33,443,20C,DB
14,20,400,33,443,20C,DB
1,50,1077,33,444,20C,DB
3,71,1006,33,444,20C,DB
5,43,877,33,444,20C,DB
7,37,770,33,444,20C,DB
10,40,711,33,444,20C,DB
12,39,621,33,444,20C,DB
14,20,308,33,444,20C,DB
1,50,1018,33,445,20C,DB
3,71,1007,33,445,20C,DB
5,43,720,33,445,20C,DB
7,37,644,33,445,20C,DB
10,40,595,33,445,20C,DB
12,39,551,33,445,20C,DB
14,20,451,33,445,20C,DB
1,50,1029,33,446,20C,DB
3,71,937,33,446,20C,DB
5,43,873,33,446,20C,DB
7,37,689,33,446,20C,DB
10,40,687,33,446,20C,DB
12,39,476,33,446,20C,DB
14,20,386,33,446,20C,DB
1,50,1029,33,447,20C,DB
3,71,933,33,447,20C,DB
5,43,870,33,447,20C,DB
7,37,843,33,447,20C,DB
10,40,694,33,447,20C,DB
12,39,577,33,447,20C,DB
14,20,273,33,447,20C,DB
1,50,1179,33,448,20C,DB
3,71,1164,33,448,20C,DB
5,43,967,33,448,20C,DB
7,37,855,33,448,20C,DB
10,40,790,33,448,20C,DB
12,39,553,33,448,20C,DB
14,20,349,33,448,20C,DB
1,50,1085,33,449,20C,DB
3,71,1067,33,449,20C,DB
5,43,805,33,449,20C,DB
7,37,766,33,449,20C,DB
10,40,550,33,449,20C,DB
12,39,519,33,449,20C,DB
14,20,286,33,449,20C,DB
1,50,1203,33,450,20C,DB
3,71,970,33,450,20C,DB
5,43,662,33,450,20C,DB
7,37,588,33,450,20C,DB
10,40,573,33,450,20C,DB
12,39,500,33,450,20C,DB
14,20,356,33,450,20C,DB
1,50,1070,33,451,20C,DB
3,71,871,33,451,20C,DB
5,43,800,33,451,20C,DB
7,37,787,33,451,20C,DB
10,40,679,33,451,20C,DB
12,39,612,33,451,20C,DB
14,20,447,33,451,20C,DB
1,50,940,33,452,20C,DB
3,71,902,33,452,20C,DB
5,43,788,33,452,20C,DB
7,37,695,33,452,20C,DB
10,40,627,33,452,20C,DB
12,39,596,33,452,20C,DB
14,20,348,33,452,20C,DB
1,50,1046,33,453,20C,DB
3,71,1017,33,453,20C,DB
5,43,733,33,453,20C,DB
7,37,709,33,453,20C,DB
10,40,586,33,453,20C,DB
12,39,521,33,453,20C,DB
14,20,431,33,453,20C,DB
1,50,1381,33,454,20C,DB
3,71,1305,33,454,20C,DB
5,43,717,33,454,20C,DB
7,37,630,33,454,20C,DB
10,40,620,33,454,20C,DB
12,39,608,33,454,20C,DB
14,20,291,33,454,20C,DB
1,50,1077,33,455,20C,DB
3,71,1017,33,455,20C,DB
5,43,865,33,455,20C,DB
7,37,689,33,455,20C,DB
10,40,664,33,455,20C,DB
12,39,584,33,455,20C,DB
14,20,334,33,455,20C,DB
1,50,1041,33,456,20C,DB
3,71,1016,33,456,20C,DB
5,43,746,33,456,20C,DB
7,37,684,33,456,20C,DB
10,40,564,33,456,20C,DB
12,39,548,33,456,20C,DB
14,20,212,33,456,20C,DB
1,50,1019,33,457,20C,DB
3,71,1005,33,457,20C,DB
5,43,825,33,457,20C,DB
7,37,787,33,457,20C,DB
10,40,759,33,457,20C,DB
12,39,597,33,457,20C,DB
14,20,528,33,457,20C,DB
1,50,1024,33,458,20C,DB
3,71,1007,33,458,20C,DB
5,43,824,33,458,20C,DB
7,37,805,33,458,20C,DB
10,40,728,33,458,20C,DB
12,39,613,33,458,20C,DB
14,20,236,33,458,20C,DB
1,50,865,33,459,20C,DB
3,71,863,33,459,20C,DB
5,43,748,33,459,20C,DB
7,37,736,33,459,20C,DB
10,40,632,33,459,20C,DB
12,39,603,33,459,20C,DB
14,20,377,33,459,20C,DB
1,50,1107,33,460,20C,DB
3,71,1096,33,460,20C,DB
5,43,799,33,460,20C,DB
7,37,684,33,460,20C,DB
10,40,590,33,460,20C,DB
12,39,535,33,460,20C,DB
14,20,334,33,460,20C,DB
1,50,1109,33,461,20C,DB
3,71,1031,33,461,20C,DB
5,43,728,33,461,20C,DB
7,37,704,33,461,20C,DB
10,40,683,33,461,20C,DB
12,39,646,33,461,20C,DB
14,20,268,33,461,20C,DB
1,50,1182,33,462,20C,DB
3,71,914,33,462,20C,DB
5,43,885,33,462,20C,DB
7,37,624,33,462,20C,DB
10,40,556,33,462,20C,DB
12,39,487,33,462,20C,DB
14,20,366,33,462,20C,DB
1,50,1194,33,463,20C,DB
3,71,1149,33,463,20C,DB
5,43,728,33,463,20C,DB
7,37,653,33,463,20C,DB
10,40,642,33,463,20C,DB
12,39,642,33,463,20C,DB
14,20,284,33,463,20C,DB
1,50,998,33,464,20C,DB
3,71,955,33,464,20C,DB
5,43,755,33,464,20C,DB
7,37,742,33,464,20C,DB
10,40,742,33,464,20C,DB
12,39,630,33,464,20C,DB
14,20,439,33,464,20C,DB
1,50,1007,33,465,20C,DB
3,71,987,33,465,20C,DB
5,43,766,33,465,20C,DB
7,37,763,33,465,20C,DB
10,40,668,33,465,20C,DB
12,39,641,33,465,20C,DB
14,20,387,33,465,20C,DB
1,50,1033,33,466,20C,DB
3,71,1027,33,466,20C,DB
5,43,845,33,466,20C,DB
7,37,577,33,466,20C,DB
10,40,525,33,466,20C,DB
12,39,490,33,466,20C,DB
14,20,278,33,466,20C,DB
1,50,1229,33,467,20C,DB
3,71,1211,33,467,20C,DB
5,43,687,33,467,20C,DB
7,37,620,33,467,20C,DB
10,40,615,33,467,20C,DB
12,39,567,33,467,20C,DB
14,20,462,33,467,20C,DB
1,50,1105,33,468,20C,DB
3,71,943,33,468,20C,DB
5,43,889,33,468,20C,DB
7,37,750,33,468,20C,DB
10,40,709,33,468,20C,DB
12,39,613,33,468,20C,DB
14,20,330,33,468,20C,DB
1,50,1047,33,469,20C,DB
3,71,1013,33,469,20C,DB
5,43,757,33,469,20C,DB
7,37,703,33,469,20C,DB
10,40,665,33,469,20C,DB
12,39,617,33,469,20C,DB
14,20,275,33,469,20C,DB
1,50,1026,33,470,20C,DB
3,71,965,33,470,20C,DB
5,43,797,33,470,20C,DB
7,37,716,33,470,20C,DB
10,40,628,33,470,20C,DB
12,39,445,33,470,20C,DB
14,20,352,33,470,20C,DB
1,50,1068,33,471,20C,DB
3,71,867,33,471,20C,DB
5,43,682,33,471,20C,DB
7,37,639,33,471,20C,DB
10,40,532,33,471,20C,DB
12,39,531,33,471,20C,DB
14,20,214,33,471,20C,DB
1,50,1117,33,472,20C,DB
3,71,1098,33,472,20C,DB
5,43,704,33,472,20C,DB
7,37,615,33,472,20C,DB
10,40,612,33,472,20C,DB
12,39,514,33,472,20C,DB
14,20,289,33,472,20C,DB
1,50,1069,33,473,20C,DB
3,71,1064,33,473,20C,DB
5,43,848,33,473,20C,DB
7,37,688,33,473,20C,DB
10,40,600,33,473,20C,DB
12,39,594,33,473,20C,DB
14,20,330,33,473,20C,DB
1,50,1054,33,474,20C,DB
3,71,913,33,474,20C,DB
5,43,867,33,474,20C,DB
7,37,625,33,474,20C,DB
10,40,616,33,474,20C,DB
12,39,608,33,474,20C,DB
14,20,429,33,474,20C,DB
1,50,1151,33,475,20C,DB
3,71,1140,33,475,20C,DB
5,43,735,33,475,20C,DB
7,37,682,33,475,20C,DB
10,40,623,33,475,20C,DB
12,39,591,33,475,20C,DB
14,20,256,33,475,20C,DB
1,50,1191,33,476,20C,DB
3,71,1020,33,476,20C,DB
5,43,963,33,476,20C,DB
7,37,798,33,476,20C,DB
10,40,722,33,476,20C,DB
12,39,620,33,476,20C,DB
14,20,366,33,476,20C,DB
1,50,1038,33,477,20C,DB
3,71,1008,33,477,20C,DB
5,43,727,33,477,20C,DB
7,37,693,33,477,20C,DB
10,40,529,33,477,20C,DB
12,39,524,33,477,20C,DB
14,20,453,33,477,20C,DB
1,50,1112,33,478,20C,DB
3,71,1036,33,478,20C,DB
5,43,792,33,478,20C,DB
7,37,777,33,478,20C,DB
10,40,631,33,478,20C,DB
12,39,516,33,478,20C,DB
14,20,382,33,478,20C,DB
1,50,1002,33,479,20C,DB
3,71,946,33,479,20C,DB
5,43,816,33,479,20C,DB
7,37,703,33,479,20C,DB
10,40,675,33,479,20C,DB
12,39,630,33,479,20C,DB
14,20,340,33,479,20C,DB
1,50,1087,33,480,20C,DB
3,71,928,33,480,20C,DB
5,43,694,33,480,20C,DB
7,37,648,33,480,20C,DB
10,40,598,33,480,20C,DB
12,39,558,33,480,20C,DB
14,20,307,33,480,20C,DB
1,50,1087,33,481,20C,DB
3,71,1056,33,481,20C,DB
5,43,797,33,481,20C,DB
7,37,674,33,481,20C,DB
10,40,669,33,481,20C,DB
12,39,520,33,481,20C,DB
14,20,335,33,481,20C,DB
1,50,1094,33,482,20C,DB
3,71,935,33,482,20C,DB
5,43,867,33,482,20C,DB
7,37,624,33,482,20C,DB
10,40,602,33,482,20C,DB
12,39,596,33,482,20C,DB
14,20,319,33,482,20C,DB
1,50,1083,33,483,20C,DB
3,71,1002,33,483,20C,DB
5,43,657,33,483,20C,DB
7,37,620,33,483,20C,DB
10,40,545,33,483,20C,DB
12,39,476,33,483,20C,DB
14,20,458,33,483,20C,DB
1,50,1233,33,484,20C,DB
3,71,1188,33,484,20C,DB
5,43,909,33,484,20C,DB
7,37,829,33,484,20C,DB
10,40,810,33,484,20C,DB
12,39,564,33,484,20C,DB
14,20,274,33,484,20C,DB
1,50,988,33,485,20C,DB
3,71,920,33,485,20C,DB
5,43,629,33,485,20C,DB
7,37,554,33,485,20C,DB
10,40,553,33,485,20C,DB
12,39,543,33,485,20C,DB
14,20,422,33,485,20C,DB
1,50,1106,33,486,20C,DB
3,71,1087,33,486,20C,DB
5,43,851,33,486,20C,DB
7,37,698,33,486,20C,DB
10,40,621,33,486,20C,DB
12,39,448,33,486,20C,DB
14,20,342,33,486,20C,DB
1,50,1232,33,487,20C,DB
3,71,1219,33,487,20C,DB
5,43,966,33,487,20C,DB
7,37,577,33,487,20C,DB
10,40,574,33,487,20C,DB
12,39,470,33,487,20C,DB
14,20,426,33,487,20C,DB
1,50,1236,33,488,20C,DB
3,71,1186,33,488,20C,DB
5,43,711,33,488,20C,DB
7,37,584,33,488,20C,DB
10,40,571,33,488,20C,DB
12,39,428,33,488,20C,DB
14,20,292,33,488,20C,DB
1,50,960,33,489,20C,DB
3,71,946,33,489,20C,DB
5,43,676,33,489,20C,DB
7,37,589,33,489,20C,DB
10,40,515,33,489,20C,DB
12,39,435,33,489,20C,DB
14,20,429,33,489,20C,DB
1,50,1136,33,490,20C,DB
3,71,1088,33,490,20C,DB
5,43,835,33,490,20C,DB
7,37,763,33,490,20C,DB
10,40,687,33,490,20C,DB
12,39,677,33,490,20C,DB
14,20,430,33,490,20C,DB
1,50,1108,33,491,20C,DB
3,71,1007,33,491,20C,DB
5,43,846,33,491,20C,DB
7,37,777,33,491,20C,DB
10,40,711,33,491,20C,DB
12,39,561,33,491,20C,DB
14,20,477,33,491,20C,DB
1,50,932,33,492,20C,DB
3,71,919,33,492,20C,DB
5,43,761,33,492,20C,DB
7,37,667,33,492,20C,DB
10,40,576,33,492,20C,DB
12,39,576,33,492,20C,DB
14,20,344,33,492,20C,DB
1,50,939,33,493,20C,DB
3,71,882,33,493,20C,DB
5,43,819,33,493,20C,DB
7,37,777,33,493,20C,DB
10,40,734,33,493,20C,DB
12,39,670,33,493,20C,DB
14,20,443,33,493,20C,DB
1,50,960,33,494,20C,DB
3,71,958,33,494,20C,DB
5,43,808,33,494,20C,DB
7,37,715,33,494,20C,DB
10,40,677,33,494,20C,DB
12,39,559,33,494,20C,DB
14,20,257,33,494,20C,DB
1,50,978,33,495,20C,DB
3,71,898,33,495,20C,DB
5,43,852,33,495,20C,DB
7,37,751,33,495,20C,DB
10,40,749,33,495,20C,DB
12,39,673,33,495,20C,DB
14,20,436,33,495,20C,DB
1,50,1040,33,496,20C,DB
3,71,1012,33,496,20C,DB
5,43,770,33,496,20C,DB
7,37,662,33,496,20C,DB
10,40,659,33,496,20C,DB
12,39,621,33,496,20C,DB
14,20,292,33,496,20C,DB
1,50,935,33,497,20C,DB
3,71,925,33,497,20C,DB
5,43,855,33,497,20C,DB
7,37,720,33,497,20C,DB
10,40,600,33,497,20C,DB
12,39,446,33,497,20C,DB
14,20,390,33,497,20C,DB
1,50,1208,33,498,20C,DB
3,71,1171,33,498,20C,DB
5,43,1073,33,498,20C,DB
7,37,772,33,498,20C,DB
10,40,768,33,498,20C,DB
12,39,737,33,498,20C,DB
14,20,437,33,498,20C,DB
1,50,1056,33,499,20C,DB
3,71,952,33,499,20C,DB
5,43,716,33,499,20C,DB
7,37,666,33,499,20C,DB
10,40,615,33,499,20C,DB
12,39,598,33,499,20C,DB
14,20,486,33,499,20C,DB
1,50,1033,33,500,20C,DB
3,71,981,33,500,20C,DB
5,43,699,33,500,20C,DB
7,37,666,33,500,20C,DB
10,40,549,33,500,20C,DB
12,39,512,33,500,20C,DB
14,20,350,33,500,20C,DB
1,51,903,34,301,20C,DB
3,43,773,34,301,20C,DB
5,35,707,34,301,20C,DB
7,22,403,34,301,20C,DB
10,30,351,34,301,20C,DB
12,13,265,34,301,20C,DB
14,23,219,34,301,20C,DB
1,51,773,34,302,20C,DB
3,43,652,34,302,20C,DB
5,35,566,34,302,20C,DB
7,22,430,34,302,20C,DB
10,30,428,34,302,20C,DB
12,13,414,34,302,20C,DB
14,23,408,34,302,20C,DB
1,51,1059,34,303,20C,DB
3,43,620,34,303,20C,DB
5,35,490,34,303,20C,DB
7,22,480,34,303,20C,DB
10,30,379,34,303,20C,DB
12,13,328,34,303,20C,DB
14,23,277,34,303,20C,DB
1,51,868,34,304,20C,DB
3,43,839,34,304,20C,DB
5,35,614,34,304,20C,DB
7,22,495,34,304,20C,DB
10,30,472,34,304,20C,DB
12,13,464,34,304,20C,DB
14,23,319,34,304,20C,DB
1,51,809,34,305,20C,DB
3,43,803,34,305,20C,DB
5,35,662,34,305,20C,DB
7,22,431,34,305,20C,DB
10,30,413,34,305,20C,DB
12,13,309,34,305,20C,DB
14,23,306,34,305,20C,DB
1,51,1133,34,306,20C,DB
3,43,884,34,306,20C,DB
5,35,708,34,306,20C,DB
7,22,532,34,306,20C,DB
10,30,418,34,306,20C,DB
12,13,411,34,306,20C,DB
