day,raw_count,sim_count,jar_id,rep_id,treatment,site
12,21,399,31,346,20C,DB
14,21,288,31,346,20C,DB
1,43,933,31,347,20C,DB
3,37,719,31,347,20C,DB
5,31,717,31,347,20C,DB
7,35,651,31,347,20C,DB
10,46,588,31,347,20C,DB
12,21,386,31,347,20C,DB
14,21,332,31,347,20C,DB
1,43,805,31,348,20C,DB
3,37,627,31,348,20C,DB
5,31,626,31,348,20C,DB
7,35,537,31,348,20C,DB
10,46,533,31,348,20C,DB
12,21,428,31,348,20C,DB
14,21,374,31,348,20C,DB
1,43,900,31,349,20C,DB
3,37,775,31,349,20C,DB
5,31,661,31,349,20C,DB
7,35,624,31,349,20C,DB
10,46,620,31,349,20C,DB
12,21,377,31,349,20C,DB
14,21,341,31,349,20C,DB
1,43,781,31,350,20C,DB
3,37,762,31,350,20C,DB
5,31,642,31,350,20C,DB
7,35,600,31,350,20C,DB
10,46,570,31,350,20C,DB
12,21,433,31,350,20C,DB
14,21,405,31,350,20C,DB
1,43,952,31,351,20C,DB
3,37,838,31,351,20C,DB
5,31,757,31,351,20C,DB
7,35,553,31,351,20C,DB
10,46,544,31,351,20C,DB
12,21,358,31,351,20C,DB
14,21,325,31,351,20C,DB
1,43,838,31,352,20C,DB
3,37,736,31,352,20C,DB
5,31,617,31,352,20C,DB
7,35,564,31,352,20C,DB
10,46,540,31,352,20C,DB
12,21,384,31,352,20C,DB
14,21,320,31,352,20C,DB
1,43,754,31,353,20C,DB
3,37,721,31,353,20C,DB
5,31,639,31,353,20C,DB
7,35,604,31,353,20C,DB
10,46,589,31,353,20C,DB
12,21,404,31,353,20C,DB
14,21,359,31,353,20C,DB
1,43,753,31,354,20C,DB
3,37,704,31,354,20C,DB
5,31,572,31,354,20C,DB
7,35,514,31,354,20C,DB
10,46,511,31,354,20C,DB
12,21,507,31,354,20C,DB
14,21,406,31,354,20C,DB
1,43,899,31,355,20C,DB
3,37,697,31,355,20C,DB
5,31,675,31,355,20C,DB
7,35,648,31,355,20C,DB
10,46,642,31,355,20C,DB
12,21,461,31,355,20C,DB
14,21,456,31,355,20C,DB
1,43,827,31,356,20C,DB
3,37,729,31,356,20C,DB
5,31,604,31,356,20C,DB
7,35,574,31,356,20C,DB
10,46,493,31,356,20C,DB
12,21,278,31,356,20C,DB
14,21,263,31,356,20C,DB
1,43,842,31,357,20C,DB
3,37,771,31,357,20C,DB
5,31,665,31,357,20C,DB
7,35,616,31,357,20C,DB
10,46,546,31,357,20C,DB
12,21,354,31,357,20C,DB
14,21,323,31,357,20C,DB
1,43,702,31,358,20C,DB
3,37,686,31,358,20C,DB
5,31,667,31,358,20C,DB
7,35,610,31,358,20C,DB
10,46,592,31,358,20C,DB
12,21,376,31,358,20C,DB
14,21,291,31,358,20C,DB
1,43,878,31,359,20C,DB
3,37,807,31,359,20C,DB
5,31,571,31,359,20C,DB
7,35,544,31,359,20C,DB
10,46,531,31,359,20C,DB
12,21,397,31,359,20C,DB
14,21,281,31,359,20C,DB
1,43,729,31,360,20C,DB
3,37,708,31,360,20C,DB
5,31,649,31,360,20C,DB
7,35,644,31,360,20C,DB
10,46,636,31,360,20C,DB
12,21,383,31,360,20C,DB
14,21,369,31,360,20C,DB
1,43,842,31,361,20C,DB
3,37,768,31,361,20C,DB
5,31,700,31,361,20C,DB
7,35,623,31,361,20C,DB
10,46,575,31,361,20C,DB
12,21,344,31,361,20C,DB
14,21,323,31,361,20C,DB
1,43,826,31,362,20C,DB
3,37,676,31,362,20C,DB
5,31,622,31,362,20C,DB
7,35,563,31,362,20C,DB
10,46,538,31,362,20C,DB
12,21,346,31,362,20C,DB
14,21,324,31,362,20C,DB
1,43,760,31,363,20C,DB
3,37,686,31,363,20C,DB
5,31,683,31,363,20C,DB
7,35,634,31,363,20C,DB
10,46,614,31,363,20C,DB
12,21,417,31,363,20C,DB
14,21,391,31,363,20C,DB
1,43,780,31,364,20C,DB
3,37,770,31,364,20C,DB
5,31,732,31,364,20C,DB
7,35,633,31,364,20C,DB
10,46,628,31,364,20C,DB
12,21,483,31,364,20C,DB
14,21,388,31,364,20C,DB
1,43,781,31,365,20C,DB
3,37,601,31,365,20C,DB
5,31,589,31,365,20C,DB
7,35,534,31,365,20C,DB
10,46,521,31,365,20C,DB
12,21,327,31,365,20C,DB
14,21,224,31,365,20C,DB
1,43,720,31,366,20C,DB
3,37,711,31,366,20C,DB
5,31,595,31,366,20C,DB
7,35,568,31,366,20C,DB
10,46,548,31,366,20C,DB
12,21,393,31,366,20C,DB
14,21,362,31,366,20C,DB
1,43,770,31,367,20C,DB
3,37,635,31,367,20C,DB
5,31,608,31,367,20C,DB
7,35,586,31,367,20C,DB
10,46,500,31,367,20C,DB
12,21,387,31,367,20C,DB
14,21,289,31,367,20C,DB
1,43,749,31,368,20C,DB
3,37,704,31,368,20C,DB
5,31,670,31,368,20C,DB
7,35,666,31,368,20C,DB
10,46,659,31,368,20C,DB
12,21,550,31,368,20C,DB
14,21,294,31,368,20C,DB
1,43,825,31,369,20C,DB
3,37,636,31,369,20C,DB
5,31,622,31,369,20C,DB
7,35,606,31,369,20C,DB
10,46,590,31,369,20C,DB
12,21,352,31,369,20C,DB
14,21,193,31,369,20C,DB
1,43,784,31,370,20C,DB
3,37,728,31,370,20C,DB
5,31,670,31,370,20C,DB
7,35,636,31,370,20C,DB
10,46,608,31,370,20C,DB
12,21,438,31,370,20C,DB
14,21,382,31,370,20C,DB
1,43,767,31,371,20C,DB
3,37,694,31,371,20C,DB
5,31,686,31,371,20C,DB
7,35,652,31,371,20C,DB
10,46,601,31,371,20C,DB
12,21,513,31,371,20C,DB
14,21,384,31,371,20C,DB
1,43,1001,31,372,20C,DB
3,37,812,31,372,20C,DB
5,31,661,31,372,20C,DB
7,35,659,31,372,20C,DB
10,46,568,31,372,20C,DB
12,21,451,31,372,20C,DB
14,21,451,31,372,20C,DB
1,43,895,31,373,20C,DB
3,37,828,31,373,20C,DB
5,31,651,31,373,20C,DB
7,35,505,31,373,20C,DB
10,46,472,31,373,20C,DB
12,21,387,31,373,20C,DB
14,21,326,31,373,20C,DB
1,43,835,31,374,20C,DB
3,37,799,31,374,20C,DB
5,31,593,31,374,20C,DB
7,35,587,31,374,20C,DB
10,46,586,31,374,20C,DB
12,21,380,31,374,20C,DB
14,21,314,31,374,20C,DB
1,43,930,31,375,20C,DB
3,37,835,31,375,20C,DB
5,31,635,31,375,20C,DB
7,35,607,31,375,20C,DB
10,46,490,31,375,20C,DB
12,21,338,31,375,20C,DB
14,21,321,31,375,20C,DB
1,43,725,31,376,20C,DB
3,37,658,31,376,20C,DB
5,31,586,31,376,20C,DB
7,35,583,31,376,20C,DB
10,46,537,31,376,20C,DB
12,21,361,31,376,20C,DB
14,21,280,31,376,20C,DB
1,43,799,31,377,20C,DB
3,37,775,31,377,20C,DB
5,31,616,31,377,20C,DB
7,35,612,31,377,20C,DB
10,46,602,31,377,20C,DB
12,21,421,31,377,20C,DB
14,21,369,31,377,20C,DB
1,43,826,31,378,20C,DB
3,37,757,31,378,20C,DB
5,31,727,31,378,20C,DB
7,35,585,31,378,20C,DB
10,46,577,31,378,20C,DB
12,21,402,31,378,20C,DB
14,21,295,31,378,20C,DB
1,43,935,31,379,20C,DB
3,37,585,31,379,20C,DB
5,31,499,31,379,20C,DB
7,35,472,31,379,20C,DB
10,46,434,31,379,20C,DB
12,21,414,31,379,20C,DB
14,21,184,31,379,20C,DB
1,43,781,31,380,20C,DB
3,37,696,31,380,20C,DB
5,31,587,31,380,20C,DB
7,35,568,31,380,20C,DB
10,46,503,31,380,20C,DB
12,21,413,31,380,20C,DB
14,21,290,31,380,20C,DB
1,43,822,31,381,20C,DB
3,37,812,31,381,20C,DB
5,31,755,31,381,20C,DB
7,35,578,31,381,20C,DB
10,46,566,31,381,20C,DB
12,21,414,31,381,20C,DB
14,21,289,31,381,20C,DB
1,43,839,31,382,20C,DB
3,37,643,31,382,20C,DB
5,31,596,31,382,20C,DB
7,35,549,31,382,20C,DB
10,46,528,31,382,20C,DB
12,21,430,31,382,20C,DB
14,21,415,31,382,20C,DB
1,43,720,31,383,20C,DB
3,37,702,31,383,20C,DB
5,31,673,31,383,20C,DB
7,35,567,31,383,20C,DB
10,46,552,31,383,20C,DB
12,21,451,31,383,20C,DB
14,21,364,31,383,20C,DB
1,43,821,31,384,20C,DB
3,37,683,31,384,20C,DB
5,31,617,31,384,20C,DB
7,35,601,31,384,20C,DB
10,46,475,31,384,20C,DB
12,21,408,31,384,20C,DB
14,21,281,31,384,20C,DB
1,43,683,31,385,20C,DB
3,37,632,31,385,20C,DB
5,31,609,31,385,20C,DB
7,35,583,31,385,20C,DB
10,46,545,31,385,20C,DB
12,21,393,31,385,20C,DB
14,21,206,31,385,20C,DB
1,43,995,31,386,20C,DB
3,37,881,31,386,20C,DB
5,31,799,31,386,20C,DB
7,35,762,31,386,20C,DB
10,46,762,31,386,20C,DB
12,21,408,31,386,20C,DB
14,21,377,31,386,20C,DB
1,43,873,31,387,20C,DB
3,37,789,31,387,20C,DB
5,31,575,31,387,20C,DB
7,35,573,31,387,20C,DB
10,46,573,31,387,20C,DB
12,21,436,31,387,20C,DB
14,21,394,31,387,20C,DB
1,43,957,31,388,20C,DB
3,37,716,31,388,20C,DB
5,31,636,31,388,20C,DB
7,35,636,31,388,20C,DB
10,46,578,31,388,20C,DB
12,21,410,31,388,20C,DB
14,21,307,31,388,20C,DB
1,43,746,31,389,20C,DB
3,37,641,31,389,20C,DB
5,31,564,31,389,20C,DB
7,35,538,31,389,20C,DB
10,46,515,31,389,20C,DB
12,21,393,31,389,20C,DB
14,21,256,31,389,20C,DB
1,43,762,31,390,20C,DB
3,37,672,31,390,20C,DB
5,31,622,31,390,20C,DB
7,35,582,31,390,20C,DB
10,46,512,31,390,20C,DB
12,21,386,31,390,20C,DB
14,21,359,31,390,20C,DB
1,43,871,31,391,20C,DB
3,37,723,31,391,20C,DB
5,31,625,31,391,20C,DB
7,35,576,31,391,20C,DB
10,46,533,31,391,20C,DB
12,21,434,31,391,20C,DB
14,21,270,31,391,20C,DB
1,43,823,31,392,20C,DB
3,37,789,31,392,20C,DB
5,31,648,31,392,20C,DB
7,35,626,31,392,20C,DB
10,46,598,31,392,20C,DB
12,21,409,31,392,20C,DB
14,21,265,31,392,20C,DB
1,43,753,31,393,20C,DB
3,37,615,31,393,20C,DB
5,31,567,31,393,20C,DB
7,35,561,31,393,20C,DB
10,46,560,31,393,20C,DB
12,21,444,31,393,20C,DB
14,21,295,31,393,20C,DB
1,43,884,31,394,20C,DB
3,37,784,31,394,20C,DB
5,31,624,31,394,20C,DB
7,35,616,31,394,20C,DB
10,46,548,31,394,20C,DB
12,21,424,31,394,20C,DB
14,21,346,31,394,20C,DB
1,43,830,31,395,20C,DB
3,37,710,31,395,20C,DB
5,31,642,31,395,20C,DB
7,35,620,31,395,20C,DB
10,46,531,31,395,20C,DB
12,21,337,31,395,20C,DB
14,21,289,31,395,20C,DB
1,43,766,31,396,20C,DB
3,37,733,31,396,20C,DB
5,31,699,31,396,20C,DB
7,35,622,31,396,20C,DB
10,46,592,31,396,20C,DB
12,21,327,31,396,20C,DB
14,21,271,31,396,20C,DB
1,43,803,31,397,20C,DB
3,37,750,31,397,20C,DB
5,31,652,31,397,20C,DB
7,35,648,31,397,20C,DB
10,46,617,31,397,20C,DB
12,21,369,31,397,20C,DB
14,21,270,31,397,20C,DB
1,43,820,31,398,20C,DB
3,37,695,31,398,20C,DB
5,31,591,31,398,20C,DB
7,35,554,31,398,20C,DB
10,46,551,31,398,20C,DB
12,21,432,31,398,20C,DB
14,21,406,31,398,20C,DB
1,43,783,31,399,20C,DB
3,37,625,31,399,20C,DB
5,31,595,31,399,20C,DB
7,35,574,31,399,20C,DB
10,46,547,31,399,20C,DB
12,21,352,31,399,20C,DB
14,21,231,31,399,20C,DB
1,43,705,31,400,20C,DB
3,37,631,31,400,20C,DB
5,31,630,31,400,20C,DB
7,35,595,31,400,20C,DB
10,46,582,31,400,20C,DB
12,21,422,31,400,20C,DB
14,21,384,31,400,20C,DB
1,43,799,31,401,20C,DB
3,37,717,31,401,20C,DB
5,31,699,31,401,20C,DB
7,35,646,31,401,20C,DB
10,46,645,31,401,20C,DB
12,21,333,31,401,20C,DB
14,21,333,31,401,20C,DB
1,43,854,31,402,20C,DB
3,37,693,31,402,20C,DB
5,31,692,31,402,20C,DB
7,35,596,31,402,20C,DB
10,46,551,31,402,20C,DB
12,21,476,31,402,20C,DB
14,21,441,31,402,20C,DB
1,43,766,31,403,20C,DB
3,37,751,31,403,20C,DB
5,31,681,31,403,20C,DB
7,35,654,31,403,20C,DB
10,46,588,31,403,20C,DB
12,21,378,31,403,20C,DB
14,21,329,31,403,20C,DB
1,43,769,31,404,20C,DB
3,37,769,31,404,20C,DB
5,31,715,31,404,20C,DB
7,35,703,31,404,20C,DB
10,46,682,31,404,20C,DB
12,21,305,31,404,20C,DB
14,21,297,31,404,20C,DB
1,43,864,31,405,20C,DB
3,37,782,31,405,20C,DB
5,31,632,31,405,20C,DB
7,35,607,31,405,20C,DB
10,46,586,31,405,20C,DB
12,21,459,31,405,20C,DB
14,21,259,31,405,20C,DB
1,43,661,31,406,20C,DB
3,37,659,31,406,20C,DB
5,31,588,31,406,20C,DB
7,35,585,31,406,20C,DB
10,46,564,31,406,20C,DB
12,21,326,31,406,20C,DB
14,21,310,31,406,20C,DB
1,43,803,31,407,20C,DB
3,37,647,31,407,20C,DB
5,31,612,31,407,20C,DB
7,35,562,31,407,20C,DB
10,46,519,31,407,20C,DB
12,21,444,31,407,20C,DB
14,21,238,31,407,20C,DB
1,43,956,31,408,20C,DB
3,37,713,31,408,20C,DB
5,31,592,31,408,20C,DB
7,35,561,31,408,20C,DB
10,46,495,31,408,20C,DB
12,21,400,31,408,20C,DB
14,21,290,31,408,20C,DB
1,43,960,31,409,20C,DB
3,37,698,31,409,20C,DB
5,31,685,31,409,20C,DB
7,35,631,31,409,20C,DB
10,46,542,31,409,20C,DB
12,21,359,31,409,20C,DB
14,21,304,31,409,20C,DB
1,43,685,31,410,20C,DB
3,37,643,31,410,20C,DB
5,31,591,31,410,20C,DB
7,35,553,31,410,20C,DB
10,46,503,31,410,20C,DB
12,21,390,31,410,20C,DB
14,21,388,31,410,20C,DB
1,43,973,31,411,20C,DB
3,37,754,31,411,20C,DB
5,31,574,31,411,20C,DB
7,35,512,31,411,20C,DB
10,46,497,31,411,20C,DB
12,21,346,31,411,20C,DB
14,21,264,31,411,20C,DB
1,43,840,31,412,20C,DB
3,37,653,31,412,20C,DB
5,31,600,31,412,20C,DB
7,35,572,31,412,20C,DB
10,46,476,31,412,20C,DB
12,21,456,31,412,20C,DB
14,21,271,31,412,20C,DB
1,43,791,31,413,20C,DB
3,37,626,31,413,20C,DB
5,31,619,31,413,20C,DB
7,35,590,31,413,20C,DB
10,46,538,31,413,20C,DB
12,21,380,31,413,20C,DB
14,21,342,31,413,20C,DB
1,43,745,31,414,20C,DB
3,37,744,31,414,20C,DB
5,31,675,31,414,20C,DB
7,35,555,31,414,20C,DB
10,46,527,31,414,20C,DB
12,21,286,31,414,20C,DB
14,21,245,31,414,20C,DB
1,43,711,31,415,20C,DB
3,37,597,31,415,20C,DB
5,31,531,31,415,20C,DB
7,35,494,31,415,20C,DB
10,46,459,31,415,20C,DB
12,21,349,31,415,20C,DB
14,21,322,31,415,20C,DB
1,43,677,31,416,20C,DB
3,37,597,31,416,20C,DB
5,31,594,31,416,20C,DB
7,35,567,31,416,20C,DB
10,46,538,31,416,20C,DB
12,21,487,31,416,20C,DB
14,21,308,31,416,20C,DB
1,43,822,31,417,20C,DB
3,37,726,31,417,20C,DB
5,31,643,31,417,20C,DB
7,35,637,31,417,20C,DB
10,46,599,31,417,20C,DB
12,21,427,31,417,20C,DB
14,21,346,31,417,20C,DB
1,43,708,31,418,20C,DB
3,37,708,31,418,20C,DB
5,31,589,31,418,20C,DB
7,35,578,31,418,20C,DB
10,46,549,31,418,20C,DB
12,21,427,31,418,20C,DB
14,21,384,31,418,20C,DB
1,43,793,31,419,20C,DB
3,37,733,31,419,20C,DB
5,31,638,31,419,20C,DB
7,35,623,31,419,20C,DB
10,46,600,31,419,20C,DB
12,21,321,31,419,20C,DB
14,21,293,31,419,20C,DB
1,43,845,31,420,20C,DB
3,37,845,31,420,20C,DB
5,31,729,31,420,20C,DB
7,35,634,31,420,20C,DB
10,46,601,31,420,20C,DB
12,21,325,31,420,20C,DB
14,21,301,31,420,20C,DB
1,43,751,31,421,20C,DB
3,37,737,31,421,20C,DB
5,31,556,31,421,20C,DB
7,35,504,31,421,20C,DB
10,46,475,31,421,20C,DB
12,21,349,31,421,20C,DB
14,21,314,31,421,20C,DB
1,43,877,31,422,20C,DB
3,37,754,31,422,20C,DB
5,31,748,31,422,20C,DB
7,35,604,31,422,20C,DB
10,46,585,31,422,20C,DB
12,21,343,31,422,20C,DB
14,21,332,31,422,20C,DB
1,43,677,31,423,20C,DB
3,37,642,31,423,20C,DB
5,31,623,31,423,20C,DB
7,35,573,31,423,20C,DB
10,46,557,31,423,20C,DB
12,21,325,31,423,20C,DB
14,21,321,31,423,20C,DB
1,43,829,31,424,20C,DB
3,37,733,31,424,20C,DB
5,31,717,31,424,20C,DB
7,35,693,31,424,20C,DB
10,46,665,31,424,20C,DB
12,21,490,31,424,20C,DB
14,21,367,31,424,20C,DB
1,43,867,31,425,20C,DB
3,37,762,31,425,20C,DB
5,31,598,31,425,20C,DB
